WK,Game Date,Opp,Result,G,GS,Rec,RecYds,RecAvg,RecLng,RecTD,RushAtt,RushYds,RushAvg,RushLng,RushTD,FUM,Lost,Player,Year
7,21-Oct,@CAR,W 19-14,1,1,--,--,--,--,--,--,--,--,--,--,--,--, James Hanna,2012
8,28-Oct,NYG,L 24-29,1,0,0,0,--,--,0,--,--,--,--,--,--,--, James Hanna,2012
9,4-Nov,@ATL,L 13-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--, James Hanna,2012
10,11-Nov,@PHI,W 38-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, James Hanna,2012
11,18-Nov,CLE,W 23-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, James Hanna,2012
12,22-Nov,WAS,L 31-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--, James Hanna,2012
13,2-Dec,PHI,W 38-33,1,0,--,--,--,--,--,--,--,--,--,--,--,--, James Hanna,2012
14,9-Dec,@CIN,W 20-19,1,1,1,3,3,3,0,--,--,--,--,--,--,--, James Hanna,2012
15,16-Dec,PIT,W 27-24,1,0,2,45,22.5,29,0,--,--,--,--,--,--,--, James Hanna,2012
16,23-Dec,NO,L 31-34,1,0,1,8,8,8,0,--,--,--,--,--,--,--, James Hanna,2012
17,30-Dec,@WAS,L 18-28,1,0,3,20,6.7,8,0,--,--,--,--,--,--,--, James Hanna,2012
1,7-Sep,@PHI,L 17-34,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2014
2,14-Sep,@WAS,L 10-41,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2014
3,21-Sep,IND,L 17-44,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2014
4,28-Sep,@SD,L 14-33,1,0,8,70,8.8,30,0,--,--,--,--,--,--,--, Clay Harbor,2014
5,5-Oct,PIT,L 9-17,1,1,3,22,7.3,13,0,--,--,--,--,--,--,--, Clay Harbor,2014
6,12-Oct,@TEN,L 14-16,1,1,3,91,30.3,59,1,--,--,--,--,--,--,--, Clay Harbor,2014
7,19-Oct,CLE,W 24-6,1,1,6,34,5.7,24,0,--,--,--,--,--,--,--, Clay Harbor,2014
8,26-Oct,MIA,L 13-27,1,1,2,27,13.5,15,0,--,--,--,--,--,--,--, Clay Harbor,2014
9,2-Nov,@CIN,L 23-33,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Clay Harbor,2014
10,9-Nov,DAL,L 17-31,1,1,3,28,9.3,15,0,--,--,--,--,--,--,--, Clay Harbor,2014
11,Bye,,,,,,,,,,,,,,,,, Clay Harbor,2014
12,23-Nov,@IND,L 3-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2014
13,30-Nov,NYG,W 25-24,1,0,1,17,17,17,0,--,--,--,--,--,--,--, Clay Harbor,2014
14,7-Dec,HOU,L 13-27,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2014
15,14-Dec,@BAL,L 12-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2014
16,18-Dec,TEN,W 21-13,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2014
17,28-Dec,@HOU,L 17-23,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Clay Harbor,2014
1,8-Sep,KC,L 2-28,1,1,1,5,5,5,0,--,--,--,--,--,--,--, Clay Harbor,2013
2,15-Sep,@OAK,L 9-19,1,0,3,34,11.3,17,1,--,--,--,--,--,--,--, Clay Harbor,2013
3,22-Sep,@SEA,L 17-45,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Clay Harbor,2013
4,29-Sep,IND,L 3-37,1,0,2,39,19.5,31,0,--,--,--,--,--,--,--, Clay Harbor,2013
5,6-Oct,@STL,L 20-34,1,1,3,39,13,21,0,--,--,--,--,--,1,1, Clay Harbor,2013
6,13-Oct,@DEN,L 19-35,1,1,2,29,14.5,23,0,--,--,--,--,--,--,--, Clay Harbor,2013
7,20-Oct,SD,L 6-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2013
8,27-Oct,SF,L 10-42,1,0,1,7,7,7,0,--,--,--,--,--,--,--, Clay Harbor,2013
9,Bye,,,,,,,,,,,,,,,,, Clay Harbor,2013
10,10-Nov,@TEN,W 29-27,1,0,1,13,13,13,0,--,--,--,--,--,--,--, Clay Harbor,2013
11,17-Nov,ARI,L 14-27,1,1,3,32,10.7,21,0,--,--,--,--,--,--,--, Clay Harbor,2013
12,24-Nov,@HOU,W 13-6,1,1,1,8,8,8,0,--,--,--,--,--,--,--, Clay Harbor,2013
13,1-Dec,@CLE,W 32-28,1,1,2,23,11.5,18T,1,--,--,--,--,--,1,0, Clay Harbor,2013
14,5-Dec,HOU,W 27-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2013
15,15-Dec,BUF,L 20-27,1,0,3,52,17.3,28,0,--,--,--,--,--,--,--, Clay Harbor,2013
16,22-Dec,TEN,L 16-20,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Clay Harbor,2013
17,29-Dec,@IND,L 10-30,1,0,2,11,5.5,8,0,--,--,--,--,--,--,--, Clay Harbor,2013
1,9-Sep,@CLE,W 17-16,1,0,3,16,5.3,10,1,--,--,--,--,--,--,--, Clay Harbor,2012
2,16-Sep,BAL,W 24-23,1,1,1,19,19,19,0,--,--,--,--,--,--,--, Clay Harbor,2012
3,23-Sep,@ARI,L 6-27,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2012
4,30-Sep,NYG,W 19-17,1,1,1,7,7,7,0,--,--,--,--,--,--,--, Clay Harbor,2012
5,7-Oct,@PIT,L 14-16,1,1,1,8,8,8,0,--,--,--,--,--,--,--, Clay Harbor,2012
6,14-Oct,DET,L 23-26,1,1,2,9,4.5,6,0,--,--,--,--,--,--,--, Clay Harbor,2012
7,Bye,,,,,,,,,,,,,,,,, Clay Harbor,2012
8,28-Oct,ATL,L 17-30,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2012
9,5-Nov,@NO,L 13-28,1,1,3,20,6.7,12,0,--,--,--,--,--,--,--, Clay Harbor,2012
10,11-Nov,DAL,L 23-38,1,0,3,25,8.3,10,0,--,--,--,--,--,--,--, Clay Harbor,2012
11,18-Nov,@WAS,L 6-31,1,1,1,-1,-1,-1,0,--,--,--,--,--,--,--, Clay Harbor,2012
12,26-Nov,CAR,L 22-30,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2012
13,2-Dec,@DAL,L 33-38,1,1,1,3,3,3,0,--,--,--,--,--,--,--, Clay Harbor,2012
14,9-Dec,@TB,W 23-21,1,0,6,52,8.7,11T,1,--,--,--,--,--,--,--, Clay Harbor,2012
15,13-Dec,CIN,L 13-34,1,1,3,28,9.3,14,0,--,--,--,--,--,1,1, Clay Harbor,2012
1,11-Sep,@STL,W 31-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2011
2,18-Sep,@ATL,L 31-35,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2011
3,25-Sep,NYG,L 16-29,1,0,1,17,17,17,0,--,--,--,--,--,--,--, Clay Harbor,2011
4,2-Oct,SF,L 23-24,1,1,3,55,18.3,27,1,--,--,--,--,--,--,--, Clay Harbor,2011
5,9-Oct,@BUF,L 24-31,1,0,1,3,3,3,0,--,--,--,--,--,--,--, Clay Harbor,2011
6,16-Oct,@WAS,W 20-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2011
7,Bye,,,,,,,,,,,,,,,,, Clay Harbor,2011
8,30-Oct,DAL,W 34-7,1,0,1,11,11,11,0,--,--,--,--,--,--,--, Clay Harbor,2011
9,7-Nov,CHI,L 24-30,1,1,1,8,8,8,0,--,--,--,--,--,--,--, Clay Harbor,2011
10,13-Nov,ARI,L 17-21,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Clay Harbor,2011
11,20-Nov,@NYG,W 17-10,1,0,1,6,6,6,0,--,--,--,--,--,--,--, Clay Harbor,2011
12,27-Nov,NE,L 20-38,1,0,1,25,25,25,0,--,--,--,--,--,--,--, Clay Harbor,2011
13,1-Dec,@SEA,L 14-31,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Clay Harbor,2011
14,11-Dec,@MIA,W 26-10,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Clay Harbor,2011
15,18-Dec,NYJ,W 45-19,1,1,2,20,10,16,0,--,--,--,--,--,--,--, Clay Harbor,2011
16,24-Dec,@DAL,W 20-7,1,0,1,9,9,9,0,--,--,--,--,--,--,--, Clay Harbor,2011
17,1-Jan,WAS,W 34-10,1,0,1,9,9,9,0,--,--,--,--,--,--,--, Clay Harbor,2011
1,12-Sep,GB,L 20-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
2,19-Sep,@DET,W 35-32,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
3,26-Sep,@JAC,W 28-3,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
4,3-Oct,WAS,L 12-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
5,10-Oct,@SF,W 27-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
6,17-Oct,ATL,W 31-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
7,24-Oct,@TEN,L 19-37,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
8,Bye,,,,,,,,,,,,,,,,, Clay Harbor,2010
9,7-Nov,IND,W 26-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
10,15-Nov,@WAS,W 59-28,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
11,21-Nov,NYG,W 27-17,1,0,1,6,6,6,0,--,--,--,--,--,--,--, Clay Harbor,2010
12,28-Nov,@CHI,L 26-31,1,0,2,27,13.5,24,0,--,--,--,--,--,--,--, Clay Harbor,2010
13,2-Dec,HOU,W 34-24,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
14,12-Dec,@DAL,W 30-27,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Clay Harbor,2010
15,19-Dec,@NYG,W 38-31,1,1,1,4,4,4,0,--,--,--,--,--,--,--, Clay Harbor,2010
16,28-Dec,MIN,L 14-24,1,1,1,3,3,3T,1,--,--,--,--,--,--,--, Clay Harbor,2010
17,2-Jan,DAL,L 13-14,1,1,4,32,8,18,0,--,--,--,--,--,--,--, Clay Harbor,2010
1,7-Sep,MIN,L 6-34,1,1,1,4,4,4,0,--,--,--,--,--,--,--, Cory Harkey,2014
2,14-Sep,@TB,W 19-17,1,1,2,8,4,6,0,--,--,--,--,--,--,--, Cory Harkey,2014
3,21-Sep,DAL,L 31-34,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2014
4,Bye,,,,,,,,,,,,,,,,, Cory Harkey,2014
5,5-Oct,@PHI,L 28-34,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2014
6,13-Oct,SF,L 17-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2014
7,19-Oct,SEA,W 28-26,1,1,1,9,9,9,0,--,--,--,--,--,--,--, Cory Harkey,2014
8,26-Oct,@KC,L 7-34,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2014
9,2-Nov,@SF,W 13-10,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Cory Harkey,2014
10,9-Nov,@ARI,L 14-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2014
11,16-Nov,DEN,W 22-7,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2014
12,23-Nov,@SD,L 24-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2014
13,30-Nov,OAK,W 52-0,1,1,2,12,6,8,1,--,--,--,--,--,--,--, Cory Harkey,2014
14,7-Dec,@WAS,W 24-0,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2014
15,11-Dec,ARI,L 6-12,1,1,1,21,21,21,0,--,--,--,--,--,--,--, Cory Harkey,2014
16,21-Dec,NYG,L 27-37,1,1,1,1,1,1,0,--,--,--,--,--,--,--, Cory Harkey,2014
17,28-Dec,@SEA,L 6-20,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Cory Harkey,2014
1,8-Sep,ARI,W 27-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2013
2,15-Sep,@ATL,L 24-31,1,0,1,6,6,6,0,--,--,--,--,--,--,--, Cory Harkey,2013
3,22-Sep,@DAL,L 7-31,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Cory Harkey,2013
4,26-Sep,SF,L 11-35,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2013
5,6-Oct,JAC,W 34-20,1,1,1,17,17,17,0,--,--,--,--,--,--,--, Cory Harkey,2013
6,13-Oct,@HOU,W 38-13,1,1,1,2,2,2T,1,--,--,--,--,--,--,--, Cory Harkey,2013
7,20-Oct,@CAR,L 15-30,1,1,2,14,7,8,0,--,--,--,--,--,--,--, Cory Harkey,2013
8,28-Oct,SEA,L 9-14,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Cory Harkey,2013
9,3-Nov,TEN,L 21-28,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2013
10,10-Nov,@IND,W 38-8,1,1,1,14,14,14,0,--,--,--,--,--,--,--, Cory Harkey,2013
11,Bye,,,,,,,,,,,,,,,,, Cory Harkey,2013
12,24-Nov,CHI,W 42-21,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2013
13,1-Dec,@SF,L 13-23,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2013
14,8-Dec,@ARI,L 10-30,1,1,1,9,9,9,0,--,--,--,--,--,--,--, Cory Harkey,2013
15,15-Dec,NO,W 27-16,1,1,3,29,9.7,31T,1,--,--,--,--,--,--,--, Cory Harkey,2013
16,22-Dec,TB,W 23-13,1,0,3,22,7.3,10,0,--,--,--,--,--,--,--, Cory Harkey,2013
17,29-Dec,@SEA,L 9-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2013
11,18-Nov,NYJ,L 13-27,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Cory Harkey,2012
12,25-Nov,@ARI,W 31-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2012
13,2-Dec,SF,W 16-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2012
14,9-Dec,@BUF,W 15-12,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2012
15,16-Dec,MIN,L 22-36,1,0,1,21,21,21,0,--,--,--,--,--,--,--, Cory Harkey,2012
16,23-Dec,@TB,W 28-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2012
17,30-Dec,@SEA,L 13-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Cory Harkey,2012
1,7-Sep,TEN,L 10-26,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Demetrius Harris,2014
2,14-Sep,@DEN,L 17-24,1,0,1,10,10,10,0,--,--,--,--,--,--,--, Demetrius Harris,2014
3,21-Sep,@MIA,W 34-15,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Demetrius Harris,2014
4,29-Sep,NE,W 41-14,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Demetrius Harris,2014
5,5-Oct,@SF,L 17-22,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Demetrius Harris,2014
6,Bye,,,,,,,,,,,,,,,,, Demetrius Harris,2014
7,19-Oct,@SD,W 23-20,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Demetrius Harris,2014
8,26-Oct,STL,W 34-7,1,1,1,4,4,4,0,--,--,--,--,--,--,--, Demetrius Harris,2014
9,2-Nov,NYJ,W 24-10,1,0,1,6,6,6,0,--,--,--,--,--,--,--, Demetrius Harris,2014
10,9-Nov,@BUF,W 17-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Demetrius Harris,2014
1,4-Sep,GB,W 36-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Cooper Helfet,2014
2,14-Sep,@SD,L 21-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Cooper Helfet,2014
3,21-Sep,DEN,W 26-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cooper Helfet,2014
4,Bye,,,,,,,,,,,,,,,,, Cooper Helfet,2014
5,6-Oct,@WAS,W 27-17,1,0,1,36,36,36,0,--,--,--,--,--,--,--, Cooper Helfet,2014
6,12-Oct,DAL,L 23-30,1,0,1,7,7,7,0,--,--,--,--,--,--,--, Cooper Helfet,2014
7,19-Oct,@STL,L 26-28,1,1,3,61,20.3,22,1,--,--,--,--,--,--,--, Cooper Helfet,2014
8,26-Oct,@CAR,W 13-9,1,0,1,11,11,11,0,--,--,--,--,--,--,--, Cooper Helfet,2014
9,2-Nov,OAK,W 30-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Cooper Helfet,2014
10,9-Nov,NYG,W 38-17,1,0,1,32,32,32,0,--,--,--,--,--,--,--, Cooper Helfet,2014
11,16-Nov,@KC,L 20-24,1,1,1,2,2,2,0,--,--,--,--,--,--,--, Cooper Helfet,2014
12,23-Nov,ARI,W 19-3,1,0,2,27,13.5,20T,1,--,--,--,--,--,--,--, Cooper Helfet,2014
13,27-Nov,@SF,W 19-3,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Cooper Helfet,2014
14,7-Dec,@PHI,W 24-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Cooper Helfet,2014
15,14-Dec,SF,W 17-7,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Cooper Helfet,2014
16,21-Dec,@ARI,W 35-6,1,0,2,9,4.5,6,0,--,--,--,--,--,--,--, Cooper Helfet,2014
17,28-Dec,STL,W 20-6,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Cooper Helfet,2014
1,7-Sep,@BAL,W 23-16,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
2,14-Sep,ATL,W 24-10,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
3,21-Sep,TEN,W 33-7,1,0,1,6,6,6,0,1,0,0,0,0,--,--, Ryan Hewitt,2014
4,Bye,,,,,,,,,,,,,,,,, Ryan Hewitt,2014
5,5-Oct,@NE,L 17-43,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
6,12-Oct,CAR,T 37-37,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
7,19-Oct,@IND,L 0-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
8,26-Oct,BAL,W 27-24,1,1,1,5,5,5,0,--,--,--,--,--,--,--, Ryan Hewitt,2014
9,2-Nov,JAC,W 33-23,1,0,1,7,7,7,0,--,--,--,--,--,--,--, Ryan Hewitt,2014
10,6-Nov,CLE,L 3-24,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
11,16-Nov,@NO,W 27-10,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
12,23-Nov,@HOU,W 22-13,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
13,30-Nov,@TB,W 14-13,1,1,1,3,3,3,0,--,--,--,--,--,--,--, Ryan Hewitt,2014
14,7-Dec,PIT,L 21-42,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
15,14-Dec,@CLE,W 30-0,1,1,3,34,11.3,15,0,--,--,--,--,--,--,--, Ryan Hewitt,2014
16,22-Dec,DEN,W 37-28,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Ryan Hewitt,2014
17,28-Dec,@PIT,L 17-27,1,0,3,31,10.3,19,0,--,--,--,--,--,--,--, Ryan Hewitt,2014
1,7-Sep,@ATL,L 34-37,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2014
2,14-Sep,@CLE,L 24-26,1,0,1,-1,-1,-1,0,--,--,--,--,--,--,--, Josh Hill,2014
3,21-Sep,MIN,W 20-9,1,0,2,48,24,34T,1,--,--,--,--,--,--,--, Josh Hill,2014
4,28-Sep,@DAL,L 17-38,1,0,1,12,12,12T,1,--,--,--,--,--,--,--, Josh Hill,2014
5,5-Oct,TB,W 37-31,1,0,3,53,17.7,37,0,--,--,--,--,--,--,--, Josh Hill,2014
6,Bye,,,,,,,,,,,,,,,,, Josh Hill,2014
7,19-Oct,@DET,L 23-24,1,1,1,8,8,8,0,--,--,--,--,--,--,--, Josh Hill,2014
8,26-Oct,GB,W 44-23,1,0,1,2,2,2T,1,--,--,--,--,--,--,--, Josh Hill,2014
9,30-Oct,@CAR,W 28-10,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Josh Hill,2014
10,9-Nov,SF,L 24-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2014
11,16-Nov,CIN,L 10-27,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Josh Hill,2014
12,24-Nov,BAL,L 27-34,1,0,2,22,11,17,0,--,--,--,--,--,--,--, Josh Hill,2014
13,30-Nov,@PIT,W 35-32,1,0,1,17,17,17,0,--,--,--,--,--,--,--, Josh Hill,2014
14,7-Dec,CAR,L 10-41,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Josh Hill,2014
15,15-Dec,@CHI,W 31-15,1,0,2,15,7.5,8T,2,--,--,--,--,--,--,--, Josh Hill,2014
16,21-Dec,ATL,L 14-30,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2014
17,28-Dec,@TB,W 23-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2014
1,8-Sep,ATL,W 23-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
2,15-Sep,@TB,W 16-14,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
3,22-Sep,ARI,W 31-7,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
4,30-Sep,MIA,W 38-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
5,6-Oct,@CHI,W 26-18,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
6,13-Oct,@NE,L 27-30,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
7,Bye,,,,,,,,,,,,,,,,, Josh Hill,2013
8,27-Oct,BUF,W 35-17,1,0,2,17,8.5,9,0,--,--,--,--,--,--,--, Josh Hill,2013
9,3-Nov,@NYJ,L 20-26,1,1,0,0,--,--,0,1,-8,-8,-8,0,--,--, Josh Hill,2013
10,10-Nov,DAL,W 49-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
11,17-Nov,SF,W 23-20,1,1,1,3,3,3T,1,--,--,--,--,--,--,--, Josh Hill,2013
12,21-Nov,@ATL,W 17-13,1,0,2,16,8,9,0,--,--,--,--,--,--,--, Josh Hill,2013
13,2-Dec,@SEA,L 7-34,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Josh Hill,2013
14,8-Dec,CAR,W 31-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
15,15-Dec,@STL,L 16-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
16,22-Dec,@CAR,L 13-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Josh Hill,2013
17,29-Dec,TB,W 42-17,1,0,1,8,8,8,0,--,--,--,--,--,--,--, Josh Hill,2013
1,7-Sep,@MIA,L 20-33,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
2,14-Sep,@MIN,W 30-7,1,1,1,6,6,6,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
3,21-Sep,OAK,W 16-9,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
4,29-Sep,@KC,L 14-41,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
5,5-Oct,CIN,W 43-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
6,12-Oct,@BUF,W 37-22,1,1,1,15,15,15,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
7,16-Oct,NYJ,W 27-25,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
8,26-Oct,CHI,W 51-23,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
9,2-Nov,DEN,W 43-21,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
10,Bye,,,,,,,,,,,,,,,,, Michael Hoomanawanui,2014
11,16-Nov,@IND,W 42-20,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
12,23-Nov,DET,W 34-9,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
13,30-Nov,@GB,L 21-26,1,0,1,23,23,23,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
14,7-Dec,@SD,W 23-14,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
15,14-Dec,MIA,W 41-13,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
16,21-Dec,@NYJ,W 17-16,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
17,28-Dec,BUF,L 9-17,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2014
1,8-Sep,@BUF,W 23-21,1,1,1,5,5,5,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
2,12-Sep,NYJ,W 13-10,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
3,22-Sep,TB,W 23-3,1,0,2,31,15.5,16,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
4,29-Sep,@ATL,W 30-23,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
5,6-Oct,@CIN,L 6-13,1,1,1,2,2,2,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
6,13-Oct,NO,W 30-27,1,1,4,57,14.3,19,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
7,20-Oct,@NYJ,L 27-30,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
8,27-Oct,MIA,W 27-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
9,3-Nov,PIT,W 55-31,1,1,1,17,17,17,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
10,Bye,,,,,,,,,,,,,,,,, Michael Hoomanawanui,2013
11,18-Nov,@CAR,L 20-24,1,1,1,2,2,2,0,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
12,24-Nov,DEN,W 34-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
13,1-Dec,@HOU,W 34-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
14,8-Dec,CLE,W 27-26,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
15,15-Dec,@MIA,L 20-24,1,0,1,13,13,13T,1,--,--,--,--,--,--,--, Michael Hoomanawanui,2013
