WK,Game Date,Opp,Result,G,GS,Rec,RecYds,RecAvg,RecLng,RecTD,RushAtt,RushYds,RushAvg,RushLng,RushTD,FUM,Lost,Player,Year
1,7-Sep,@DEN,L 24-31,1,1,4,64,16,41T,1,--,--,--,--,--,1,0, Dwayne Allen,2014
2,15-Sep,PHI,L 27-30,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Dwayne Allen,2014
3,21-Sep,@JAC,W 44-17,1,1,4,43,10.8,22,1,--,--,--,--,--,--,--, Dwayne Allen,2014
4,28-Sep,TEN,W 41-17,1,1,3,38,12.7,17,1,--,--,--,--,--,--,--, Dwayne Allen,2014
5,5-Oct,BAL,W 20-13,1,1,4,59,14.8,28,1,--,--,--,--,--,--,--, Dwayne Allen,2014
6,9-Oct,@HOU,W 33-28,1,1,3,49,16.3,18,0,--,--,--,--,--,--,--, Dwayne Allen,2014
7,19-Oct,CIN,W 27-0,1,1,3,52,17.3,32T,1,--,--,--,--,--,--,--, Dwayne Allen,2014
8,26-Oct,@PIT,L 34-51,1,1,1,21,21,21T,1,--,--,--,--,--,--,--, Dwayne Allen,2014
9,3-Nov,@NYG,W 40-24,1,1,4,48,12,35,1,--,--,--,--,--,--,--, Dwayne Allen,2014
10,Bye,,,,,,,,,,,,,,,,, Dwayne Allen,2014
11,16-Nov,NE,L 20-42,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Dwayne Allen,2014
12,23-Nov,JAC,W 23-3,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Dwayne Allen,2014
13,30-Nov,WAS,W 49-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Dwayne Allen,2014
14,7-Dec,@CLE,W 25-24,1,1,1,5,5,5,0,--,--,--,--,--,--,--, Dwayne Allen,2014
15,14-Dec,HOU,W 17-10,1,1,2,16,8,13,1,--,--,--,--,--,--,--, Dwayne Allen,2014
16,21-Dec,@DAL,L 7-42,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Dwayne Allen,2014
17,28-Dec,@TEN,W 27-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Dwayne Allen,2014
1,8-Sep,OAK,W 21-17,1,1,1,20,20,20T,1,--,--,--,--,--,--,--, Dwayne Allen,2013
2,15-Sep,MIA,L 20-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Dwayne Allen,2013
1,9-Sep,@CHI,L 21-41,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Dwayne Allen,2012
2,16-Sep,MIN,W 23-20,1,1,1,3,3,3T,1,1,0,0,0,0,--,--, Dwayne Allen,2012
3,23-Sep,JAC,L 17-22,1,1,5,35,7,17,0,--,--,--,--,--,--,--, Dwayne Allen,2012
4,Bye,,,,,,,,,,,,,,,,, Dwayne Allen,2012
5,7-Oct,GB,W 30-27,1,1,4,38,9.5,11,1,--,--,--,--,--,--,--, Dwayne Allen,2012
6,14-Oct,@NYJ,L 9-35,1,1,2,33,16.5,21,0,--,--,--,--,--,--,--, Dwayne Allen,2012
7,21-Oct,CLE,W 17-13,1,1,1,9,9,9,0,--,--,--,--,--,--,--, Dwayne Allen,2012
8,28-Oct,@TEN,W 19-13,1,1,4,56,14,20,0,--,--,--,--,--,1,0, Dwayne Allen,2012
9,4-Nov,MIA,W 23-20,1,1,6,75,12.5,22,0,--,--,--,--,--,--,--, Dwayne Allen,2012
10,8-Nov,@JAC,W 27-10,1,1,2,31,15.5,27,0,--,--,--,--,--,--,--, Dwayne Allen,2012
11,18-Nov,@NE,L 24-59,1,1,6,69,11.5,19,0,--,--,--,--,--,--,--, Dwayne Allen,2012
12,25-Nov,BUF,W 20-13,1,1,3,36,12,24,0,--,--,--,--,--,--,--, Dwayne Allen,2012
13,2-Dec,@DET,W 35-33,1,1,2,50,25,40,0,--,--,--,--,--,--,--, Dwayne Allen,2012
14,9-Dec,TEN,W 27-23,1,1,1,11,11,11,0,--,--,--,--,--,--,--, Dwayne Allen,2012
15,16-Dec,@HOU,L 17-29,1,1,3,36,12,16,1,1,3,3,3,0,--,--, Dwayne Allen,2012
16,23-Dec,@KC,W 20-13,1,1,3,18,6,7,0,--,--,--,--,--,--,--, Dwayne Allen,2012
17,30-Dec,HOU,W 28-16,1,1,2,21,10.5,20,0,1,2,2,2,0,--,--, Dwayne Allen,2012
7,19-Oct,@STL,L 26-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--, RaShaun Allen,2014
11,16-Nov,@KC,L 20-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--, RaShaun Allen,2014
12,23-Nov,ARI,W 19-3,0,0,--,--,--,--,--,--,--,--,--,--,--,--, RaShaun Allen,2014
13,27-Nov,@SF,W 19-3,0,0,--,--,--,--,--,--,--,--,--,--,--,--, RaShaun Allen,2014
14,7-Dec,@PHI,W 24-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--, RaShaun Allen,2014
15,14-Dec,SF,W 17-7,0,0,--,--,--,--,--,--,--,--,--,--,--,--, RaShaun Allen,2014
1,7-Sep,OAK,W 19-14,1,1,2,7,3.5,4,0,--,--,--,--,--,--,--, Jace Amaro,2014
2,14-Sep,@GB,L 24-31,1,0,1,6,6,6,0,--,--,--,--,--,--,--, Jace Amaro,2014
3,22-Sep,CHI,L 19-27,1,0,3,54,18,43,0,--,--,--,--,--,1,0, Jace Amaro,2014
4,28-Sep,DET,L 17-24,1,0,5,58,11.6,21,0,--,--,--,--,--,--,--, Jace Amaro,2014
5,5-Oct,@SD,L 0-31,1,1,3,19,6.3,9,0,--,--,--,--,--,--,--, Jace Amaro,2014
6,12-Oct,DEN,L 17-31,1,0,10,68,6.8,15,1,--,--,--,--,--,--,--, Jace Amaro,2014
7,16-Oct,@NE,L 25-27,1,0,3,22,7.3,12,0,--,--,--,--,--,--,--, Jace Amaro,2014
8,26-Oct,BUF,L 23-43,1,1,5,51,10.2,20,0,--,--,--,--,--,--,--, Jace Amaro,2014
9,2-Nov,@KC,L 10-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Jace Amaro,2014
10,9-Nov,PIT,W 20-13,1,0,2,6,3,5T,1,--,--,--,--,--,--,--, Jace Amaro,2014
11,Bye,,,,,,,,,,,,,,,,, Jace Amaro,2014
12,24-Nov,@BUF,L 3-38,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Jace Amaro,2014
13,1-Dec,MIA,L 13-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jace Amaro,2014
14,7-Dec,@MIN,L 24-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Jace Amaro,2014
15,14-Dec,@TEN,W 16-11,1,0,1,20,20,20,0,--,--,--,--,--,--,--, Jace Amaro,2014
16,21-Dec,NE,L 16-17,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Jace Amaro,2014
17,28-Dec,@MIA,W 37-24,1,0,3,34,11.3,17,0,--,--,--,--,--,--,--, Jace Amaro,2014
9,Bye,,,,,,,,,,,,,,,,, Blake Annen,2014
10,9-Nov,@GB,L 14-55,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Blake Annen,2014
11,16-Nov,MIN,W 21-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Blake Annen,2014
12,23-Nov,TB,W 21-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Blake Annen,2014
13,27-Nov,@DET,L 17-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Blake Annen,2014
14,4-Dec,DAL,L 28-41,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Blake Annen,2014
15,15-Dec,NO,L 15-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Blake Annen,2014
16,21-Dec,DET,L 14-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Blake Annen,2014
17,28-Dec,@MIN,L 9-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Blake Annen,2014
1,7-Sep,@NYJ,L 14-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
2,14-Sep,HOU,L 14-30,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
3,21-Sep,@NE,L 9-16,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
4,28-Sep,MIA,L 14-38,1,0,2,14,7,7,0,--,--,--,--,--,--,--, David Ausberry,2014
5,Bye,,,,,,,,,,,,,,,,, David Ausberry,2014
6,12-Oct,SD,L 28-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
7,19-Oct,ARI,L 13-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
8,26-Oct,@CLE,L 13-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
9,2-Nov,@SEA,L 24-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
10,9-Nov,DEN,L 17-41,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
11,16-Nov,@SD,L 6-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
12,20-Nov,KC,W 24-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2014
1,8-Sep,@IND,L 17-21,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2013
2,15-Sep,JAC,W 19-9,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2013
1,10-Sep,SD,L 14-22,1,0,1,12,12,12,0,--,--,--,--,--,--,--, David Ausberry,2012
2,16-Sep,@MIA,L 13-35,1,0,1,31,31,31,0,--,--,--,--,--,--,--, David Ausberry,2012
3,23-Sep,PIT,W 34-31,1,0,1,13,13,13,0,--,--,--,--,--,--,--, David Ausberry,2012
4,30-Sep,@DEN,L 6-37,1,0,1,9,9,9,0,--,--,--,--,--,--,--, David Ausberry,2012
5,Bye,,,,,,,,,,,,,,,,, David Ausberry,2012
6,14-Oct,@ATL,L 20-23,1,0,1,12,12,12,0,--,--,--,--,--,--,--, David Ausberry,2012
7,21-Oct,JAC,W 26-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2012
8,28-Oct,@KC,W 26-16,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2012
9,4-Nov,TB,L 32-42,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2012
10,11-Nov,@BAL,L 20-55,1,0,2,15,7.5,20,0,--,--,--,--,--,--,--, David Ausberry,2012
11,18-Nov,NO,L 17-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2012
12,25-Nov,@CIN,L 10-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2012
13,2-Dec,CLE,L 17-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2012
14,6-Dec,DEN,L 13-26,1,0,0,0,--,--,0,--,--,--,--,--,--,--, David Ausberry,2012
15,16-Dec,KC,W 15-0,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2012
16,23-Dec,@CAR,L 6-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2012
17,30-Dec,@SD,L 21-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2012
1,12-Sep,@DEN,W 23-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
2,18-Sep,@BUF,L 35-38,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
3,25-Sep,NYJ,W 34-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
4,2-Oct,NE,L 19-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
5,9-Oct,@HOU,W 25-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
6,16-Oct,CLE,W 24-17,1,0,1,4,4,4,0,1,-2,-2,-2,0,--,--, David Ausberry,2011
7,23-Oct,KC,L 0-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
8,Bye,,,,,,,,,,,,,,,,, David Ausberry,2011
9,6-Nov,DEN,L 24-38,0,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
10,10-Nov,@SD,W 24-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
11,20-Nov,@MIN,W 27-21,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
12,27-Nov,CHI,W 25-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
13,4-Dec,@MIA,L 14-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
14,11-Dec,@GB,L 16-46,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
15,18-Dec,DET,L 27-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
16,24-Dec,@KC,W 16-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--, David Ausberry,2011
17,1-Jan,SD,L 26-38,1,0,1,10,10,10,0,--,--,--,--,--,--,--, David Ausberry,2011
1,7-Sep,@PIT,L 27-30,1,0,1,13,13,13,0,--,--,--,--,--,--,--, Gary Barnidge,2014
2,14-Sep,NO,W 26-24,1,0,4,41,10.3,13,0,--,--,--,--,--,--,--, Gary Barnidge,2014
3,21-Sep,BAL,L 21-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2014
4,Bye,,,,,,,,,,,,,,,,, Gary Barnidge,2014
5,5-Oct,@TEN,W 29-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2014
6,12-Oct,PIT,W 31-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2014
7,19-Oct,@JAC,L 6-24,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Gary Barnidge,2014
8,26-Oct,OAK,W 23-13,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Gary Barnidge,2014
9,2-Nov,TB,W 22-17,1,0,2,16,8,13,0,--,--,--,--,--,--,--, Gary Barnidge,2014
10,6-Nov,@CIN,W 24-3,1,0,2,46,23,28,0,--,--,--,--,--,--,--, Gary Barnidge,2014
11,16-Nov,HOU,L 7-23,1,1,1,11,11,11,0,--,--,--,--,--,--,--, Gary Barnidge,2014
12,23-Nov,@ATL,W 26-24,1,1,2,23,11.5,15,0,--,--,--,--,--,--,--, Gary Barnidge,2014
13,30-Nov,@BUF,L 10-26,1,0,1,6,6,6,0,--,--,--,--,--,--,--, Gary Barnidge,2014
14,7-Dec,IND,L 24-25,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2014
15,14-Dec,CIN,L 0-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2014
16,21-Dec,@CAR,L 13-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2014
17,28-Dec,@BAL,L 10-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2014
1,8-Sep,MIA,L 10-23,1,1,1,9,9,9,0,--,--,--,--,--,--,--, Gary Barnidge,2013
2,15-Sep,@BAL,L 6-14,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2013
3,22-Sep,@MIN,W 31-27,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2013
4,29-Sep,CIN,W 17-6,1,1,1,2,2,2,0,--,--,--,--,--,--,--, Gary Barnidge,2013
5,3-Oct,BUF,W 37-24,1,1,1,2,2,2,0,--,--,--,--,--,--,--, Gary Barnidge,2013
6,13-Oct,DET,L 17-31,1,1,2,6,3,8,0,--,--,--,--,--,--,--, Gary Barnidge,2013
7,20-Oct,@GB,L 13-31,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Gary Barnidge,2013
8,27-Oct,@KC,L 17-23,1,0,1,3,3,3,0,--,--,--,--,--,--,--, Gary Barnidge,2013
9,3-Nov,BAL,W 24-18,1,0,1,4,4,4T,1,--,--,--,--,--,--,--, Gary Barnidge,2013
10,Bye,,,,,,,,,,,,,,,,, Gary Barnidge,2013
11,17-Nov,@CIN,L 20-41,1,1,1,12,12,12,0,--,--,--,--,--,--,--, Gary Barnidge,2013
12,24-Nov,PIT,L 11-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2013
13,1-Dec,JAC,L 28-32,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2013
14,8-Dec,@NE,L 26-27,1,0,2,49,24.5,40T,1,--,--,--,--,--,--,--, Gary Barnidge,2013
15,15-Dec,CHI,L 31-38,1,1,1,17,17,17,0,--,--,--,--,--,--,--, Gary Barnidge,2013
16,22-Dec,@NYJ,L 13-24,1,1,2,23,11.5,16,0,--,--,--,--,--,--,--, Gary Barnidge,2013
17,29-Dec,@PIT,L 7-20,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Gary Barnidge,2013
1,9-Sep,@TB,L 10-16,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
2,16-Sep,NO,W 35-27,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
3,20-Sep,NYG,L 7-36,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
4,30-Sep,@ATL,L 28-30,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
5,7-Oct,SEA,L 12-16,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
6,Bye,,,,,,,,,,,,,,,,, Gary Barnidge,2012
7,21-Oct,DAL,L 14-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
8,28-Oct,@CHI,L 22-23,1,1,1,7,7,7,0,--,--,--,--,--,--,--, Gary Barnidge,2012
9,4-Nov,@WAS,W 21-13,1,1,1,13,13,13,0,--,--,--,--,--,--,--, Gary Barnidge,2012
10,11-Nov,DEN,L 14-36,1,0,1,8,8,8,0,--,--,--,--,--,--,--, Gary Barnidge,2012
11,18-Nov,TB,L 21-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
12,26-Nov,@PHI,W 30-22,1,0,1,24,24,24T,1,--,--,--,--,--,--,--, Gary Barnidge,2012
13,2-Dec,@KC,L 21-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
14,9-Dec,ATL,W 30-20,1,0,1,6,6,6,0,--,--,--,--,--,--,--, Gary Barnidge,2012
15,16-Dec,@SD,W 31-7,1,0,1,20,20,20,0,--,--,--,--,--,--,--, Gary Barnidge,2012
16,23-Dec,OAK,W 17-6,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
17,30-Dec,@NO,W 44-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2012
1,12-Sep,@NYG,L 18-31,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Gary Barnidge,2010
2,19-Sep,TB,L 7-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
3,26-Sep,CIN,L 7-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
4,3-Oct,@NO,L 14-16,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
5,10-Oct,CHI,L 6-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
6,Bye,,,,,,,,,,,,,,,,, Gary Barnidge,2010
7,24-Oct,SF,W 23-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
8,31-Oct,@STL,L 10-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
9,7-Nov,NO,L 3-34,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Gary Barnidge,2010
10,14-Nov,@TB,L 16-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
11,21-Nov,BAL,L 13-37,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Gary Barnidge,2010
12,28-Nov,@CLE,L 23-24,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
13,5-Dec,@SEA,L 14-31,1,1,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
14,12-Dec,ATL,L 10-31,1,0,0,0,--,--,0,--,--,--,--,--,--,--, Gary Barnidge,2010
15,19-Dec,ARI,W 19-12,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
16,23-Dec,@PIT,L 3-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Gary Barnidge,2010
17,2-Jan,@ATL,L 10-31,1,1,0,0,--,--,0,--,--,--,--,--,--,--, Gary Barnidge,2010
1,7-Sep,MIN,L 6-34,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
2,14-Sep,@TB,W 19-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
3,21-Sep,DAL,L 31-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
4,Bye,,,,,,,,,,,,,,,,, Alex Bayer,2014
5,5-Oct,@PHI,L 28-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
6,13-Oct,SF,L 17-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
7,19-Oct,SEA,W 28-26,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
8,26-Oct,@KC,L 7-34,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
9,2-Nov,@SF,W 13-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
10,9-Nov,@ARI,L 14-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
11,16-Nov,DEN,W 22-7,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
12,23-Nov,@SD,L 24-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
13,30-Nov,OAK,W 52-0,1,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
14,7-Dec,@WAS,W 24-0,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
15,11-Dec,ARI,L 6-12,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
16,21-Dec,NYG,L 27-37,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
17,28-Dec,@SEA,L 6-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--, Alex Bayer,2014
1,7-Sep,BUF,L 20-23,1,1,8,70,8.8,17,1,--,--,--,--,--,--,--, Martellus Bennett,2014
2,14-Sep,@SF,W 28-20,1,0,7,37,5.3,10,1,--,--,--,--,--,--,--, Martellus Bennett,2014
3,22-Sep,@NYJ,W 27-19,1,1,5,54,10.8,16,2,--,--,--,--,--,--,--, Martellus Bennett,2014
4,28-Sep,GB,L 17-38,1,1,9,134,14.9,27,0,--,--,--,--,--,--,--, Martellus Bennett,2014
5,5-Oct,@CAR,L 24-31,1,1,3,17,5.7,7,0,--,--,--,--,--,--,--, Martellus Bennett,2014
6,12-Oct,@ATL,W 27-13,1,1,4,52,13,25,0,--,--,--,--,--,--,--, Martellus Bennett,2014
7,19-Oct,MIA,L 14-27,1,1,5,58,11.6,21,0,--,--,--,--,--,--,--, Martellus Bennett,2014
8,26-Oct,@NE,L 23-51,1,1,6,95,15.8,34,1,--,--,--,--,--,--,--, Martellus Bennett,2014
9,Bye,,,,,,,,,,,,,,,,, Martellus Bennett,2014
10,9-Nov,@GB,L 14-55,1,1,2,45,22.5,37,0,--,--,--,--,--,--,--, Martellus Bennett,2014
11,16-Nov,MIN,W 21-13,1,1,4,29,7.3,12,0,--,--,--,--,--,--,--, Martellus Bennett,2014
12,23-Nov,TB,W 21-13,1,1,4,37,9.3,26,0,--,--,--,--,--,--,--, Martellus Bennett,2014
13,27-Nov,@DET,L 17-34,1,1,8,109,13.6,23,0,--,--,--,--,--,--,--, Martellus Bennett,2014
14,4-Dec,DAL,L 28-41,1,1,12,84,7,16,1,--,--,--,--,--,--,--, Martellus Bennett,2014
15,15-Dec,NO,L 15-31,1,1,4,36,9,12,0,--,--,--,--,--,--,--, Martellus Bennett,2014
16,21-Dec,DET,L 14-20,1,1,1,0,0,0,0,--,--,--,--,--,--,--, Martellus Bennett,2014
17,28-Dec,@MIN,L 9-13,1,1,8,59,7.4,15,0,--,--,--,--,--,--,--, Martellus Bennett,2014
1,8-Sep,CIN,W 24-21,1,1,3,49,16.3,30,1,--,--,--,--,--,--,--, Martellus Bennett,2013
2,15-Sep,MIN,W 31-30,1,1,7,76,10.9,23,2,--,--,--,--,--,--,--, Martellus Bennett,2013
3,22-Sep,@PIT,W 40-23,1,1,2,10,5,7,0,--,--,--,--,--,--,--, Martellus Bennett,2013
4,29-Sep,@DET,L 32-40,1,1,8,90,11.3,30,0,--,--,--,--,--,--,--, Martellus Bennett,2013
5,6-Oct,NO,L 18-26,1,1,5,56,11.2,18,0,--,--,--,--,--,--,--, Martellus Bennett,2013
6,10-Oct,NYG,W 27-21,1,0,6,68,11.3,16,0,--,--,--,--,--,--,--, Martellus Bennett,2013
7,20-Oct,@WAS,L 41-45,1,1,1,7,7,7T,1,--,--,--,--,--,--,--, Martellus Bennett,2013
8,Bye,,,,,,,,,,,,,,,,, Martellus Bennett,2013
9,4-Nov,@GB,W 27-20,1,1,4,36,9,27,0,--,--,--,--,--,--,--, Martellus Bennett,2013
10,10-Nov,DET,L 19-21,1,1,4,29,7.3,13,0,--,--,--,--,--,--,--, Martellus Bennett,2013
11,17-Nov,BAL,W 23-20,1,1,2,48,24,43,0,--,--,--,--,--,--,--, Martellus Bennett,2013
12,24-Nov,@STL,L 21-42,1,1,4,62,15.5,37,1,--,--,--,--,--,--,--, Martellus Bennett,2013
13,1-Dec,@MIN,L 20-23,1,1,2,14,7,9,0,--,--,--,--,--,--,--, Martellus Bennett,2013
14,9-Dec,DAL,W 45-28,1,1,5,43,8.6,15,0,--,--,--,--,--,--,--, Martellus Bennett,2013
15,15-Dec,@CLE,W 38-31,1,1,6,71,11.8,23,0,--,--,--,--,--,1,1, Martellus Bennett,2013
16,22-Dec,@PHI,L 11-54,1,1,5,85,17,30,0,--,--,--,--,--,--,--, Martellus Bennett,2013
17,29-Dec,GB,L 28-33,1,1,1,15,15,15,0,--,--,--,--,--,--,--, Martellus Bennett,2013
1,5-Sep,DAL,L 17-24,1,1,4,40,10,12,1,--,--,--,--,--,--,--, Martellus Bennett,2012
2,16-Sep,TB,W 41-34,1,1,5,72,14.4,33T,1,--,--,--,--,--,--,--, Martellus Bennett,2012
3,20-Sep,@CAR,W 36-7,1,1,6,73,12.2,29,1,--,--,--,--,--,--,--, Martellus Bennett,2012
4,30-Sep,@PHI,L 17-19,1,1,1,2,2,2,0,--,--,--,--,--,--,--, Martellus Bennett,2012
5,7-Oct,CLE,W 41-27,1,1,3,30,10,17,0,--,--,--,--,--,--,--, Martellus Bennett,2012
6,14-Oct,@SF,W 26-3,1,1,1,9,9,9,0,--,--,--,--,--,--,--, Martellus Bennett,2012
7,21-Oct,WAS,W 27-23,1,1,5,79,15.8,31,0,--,--,--,--,--,--,--, Martellus Bennett,2012
8,28-Oct,@DAL,W 29-24,1,1,4,29,7.3,12,0,--,--,--,--,--,--,--, Martellus Bennett,2012
9,4-Nov,PIT,L 20-24,1,1,3,40,13.3,33,0,--,--,--,--,--,--,--, Martellus Bennett,2012
10,11-Nov,@CIN,L 13-31,1,1,4,37,9.3,13,0,--,--,--,--,--,--,--, Martellus Bennett,2012
