WK,Game Date,Opp,Result,G,GS,Rec,RecYds,RecAvg,RecLng,RecTD,RushAtt,RushYds,RushAvg,RushLng,RushTD,FUM,Lost,Player,Year
13,12/06,@CHI,W26-20,1,1,2,18,9.0,12,0,--,--,--,--,--,--,--,Vance McDonald,2015
14,12/13,@CLE,L10-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2015
15,12/20,CIN,L14-24,1,1,1,10,10.0,10,0,--,--,--,--,--,--,--,Vance McDonald,2015
16,12/27,@DET,L17-32,1,1,5,61,12.2,26,1,--,--,--,--,--,--,--,Vance McDonald,2015
17,01/03,STL,W19-16,1,1,3,37,12.3,24,0,--,--,--,--,--,--,--,Vance McDonald,2015
1,09/07,@DAL,W28-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
2,09/14,CHI,L20-28,1,1,1,9,9.0,9,0,--,--,--,--,--,--,--,Vance McDonald,2014
3,09/21,@ARI,L14-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
4,09/28,PHI,W26-21,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
5,10/05,KC,W22-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
6,10/13,@STL,W31-17,1,1,1,21,21.0,21,0,--,--,--,--,--,1,1,Vance McDonald,2014
7,10/19,@DEN,L17-42,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
8,Bye,,,,,,,,,,,,,,,,,Vance McDonald,2014
9,11/02,STL,L10-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
10,11/09,@NO,W27-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
11,11/16,@NYG,W16-10,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Vance McDonald,2014
12,11/23,WAS,W17-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
13,11/27,SEA,L3-19,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
14,12/07,@OAK,L13-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2014
1,09/08,GB,W34-28,1,0,1,25,25.0,25,0,--,--,--,--,--,--,--,Vance McDonald,2013
2,09/15,@SEA,L3-29,1,0,1,19,19.0,19,0,--,--,--,--,--,--,--,Vance McDonald,2013
3,09/22,IND,L7-27,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--,Vance McDonald,2013
4,09/26,@STL,W35-11,1,1,1,9,9.0,9,0,--,--,--,--,--,--,--,Vance McDonald,2013
5,10/06,HOU,W34-3,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2013
6,10/13,ARI,W32-20,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--,Vance McDonald,2013
7,10/20,@TEN,W31-17,1,0,1,20,20.0,20,0,--,--,--,--,--,--,--,Vance McDonald,2013
8,10/27,@JAC,W42-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2013
9,Bye,,,,,,,,,,,,,,,,,Vance McDonald,2013
10,11/10,CAR,L9-10,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Vance McDonald,2013
11,11/17,@NO,L20-23,1,0,1,10,10.0,10,0,--,--,--,--,--,--,--,Vance McDonald,2013
12,11/25,@WAS,W27-6,1,0,1,23,23.0,23,0,--,--,--,--,--,--,--,Vance McDonald,2013
13,12/01,STL,W23-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2013
14,12/08,SEA,W19-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2013
15,12/15,@TB,W33-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2013
16,12/23,ATL,W34-24,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Vance McDonald,2013
17,12/29,@ARI,W23-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Vance McDonald,2013
17,01/03,@DEN,L20-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Sean McGrath,2015
1,09/08,@JAC,W28-2,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Sean McGrath,2013
2,09/15,DAL,W17-16,1,1,2,31,15.5,22,0,--,--,--,--,--,--,--,Sean McGrath,2013
3,09/19,@PHI,W26-16,1,0,4,31,7.8,9,0,--,--,--,--,--,--,--,Sean McGrath,2013
4,09/29,NYG,W31-7,1,1,5,64,12.8,23,1,--,--,--,--,--,--,--,Sean McGrath,2013
5,10/06,@TEN,W26-17,1,1,4,54,13.5,25,0,--,--,--,--,--,--,--,Sean McGrath,2013
6,10/13,OAK,W24-7,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Sean McGrath,2013
7,10/20,HOU,W17-16,1,0,1,1,1.0,1,0,--,--,--,--,--,--,--,Sean McGrath,2013
8,10/27,CLE,W23-17,1,0,2,25,12.5,22,0,--,--,--,--,--,--,--,Sean McGrath,2013
9,11/03,@BUF,W23-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Sean McGrath,2013
10,Bye,,,,,,,,,,,,,,,,,Sean McGrath,2013
11,11/17,@DEN,L17-27,1,0,2,40,20.0,21,0,--,--,--,--,--,--,--,Sean McGrath,2013
12,11/24,SD,L38-41,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Sean McGrath,2013
13,12/01,DEN,L28-35,1,1,1,11,11.0,11,0,--,--,--,--,--,--,--,Sean McGrath,2013
14,12/08,@WAS,W45-10,1,0,2,20,10.0,11,0,--,--,--,--,--,--,--,Sean McGrath,2013
15,12/15,@OAK,W56-31,1,1,2,14,7.0,8,1,--,--,--,--,--,--,--,Sean McGrath,2013
16,12/22,IND,L7-23,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Sean McGrath,2013
17,12/29,@SD,L24-27,1,0,1,11,11.0,11,0,--,--,--,--,--,--,--,Sean McGrath,2013
16,12/23,SF,W42-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Sean McGrath,2012
17,12/30,STL,W20-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Sean McGrath,2012
1,09/13,GB,L23-31,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Zach Miller,2015
2,09/20,ARI,L23-48,1,1,2,14,7.0,9,0,--,--,--,--,--,--,--,Zach Miller,2015
3,09/27,@SEA,L0-26,1,1,1,21,21.0,21,0,--,--,--,--,--,--,--,Zach Miller,2015
4,10/04,OAK,W22-20,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2015
5,10/11,@KC,W18-17,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Zach Miller,2015
6,10/18,@DET,L34-37,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2015
7,Bye,,,,,,,,,,,,,,,,,Zach Miller,2015
8,11/01,MIN,L20-23,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2015
9,11/09,@SD,W22-19,1,0,2,23,11.5,25T,1,--,--,--,--,--,--,--,Zach Miller,2015
10,11/15,@STL,W37-13,1,1,5,107,21.4,87T,2,--,--,--,--,--,--,--,Zach Miller,2015
11,11/22,DEN,L15-17,1,1,3,47,15.7,21,0,--,--,--,--,--,--,--,Zach Miller,2015
12,11/26,@GB,W17-13,1,1,2,10,5.0,7,1,--,--,--,--,--,--,--,Zach Miller,2015
13,12/06,SF,L20-26,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--,Zach Miller,2015
14,12/13,WAS,L21-24,1,1,5,85,17.0,30,1,--,--,--,--,--,--,--,Zach Miller,2015
15,12/20,@MIN,L17-38,1,1,6,57,9.5,17,0,--,--,--,--,--,--,--,Zach Miller,2015
16,12/27,@TB,W26-21,1,1,7,69,9.9,18,0,--,--,--,--,--,--,--,Zach Miller,2015
17,01/03,DET,L20-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2015
1,09/11,TEN,W16-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2011
2,09/18,@NYJ,L3-32,1,0,3,28,9.3,14,0,--,--,--,--,--,--,--,Zach Miller,2011
3,09/25,@CAR,L10-16,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2011
4,10/02,NO,L10-23,1,0,1,14,14.0,14T,1,--,--,--,--,--,--,--,Zach Miller,2011
5,10/09,CIN,L20-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2011
6,10/16,@PIT,L13-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2011
1,09/12,DEN,W24-17,1,0,2,8,4.0,6,0,--,--,--,--,--,--,--,Zach Miller,2010
2,09/19,@SD,L13-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2010
3,09/26,PHI,L3-28,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--,Zach Miller,2010
4,10/03,IND,W31-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2010
5,10/10,@BUF,W36-26,1,0,2,18,9.0,11,0,--,--,--,--,--,--,--,Zach Miller,2010
6,10/18,TEN,L3-30,1,0,2,18,9.0,10,0,--,--,--,--,--,--,--,Zach Miller,2010
7,10/24,@KC,L20-42,1,0,3,25,8.3,9,0,--,--,--,--,--,--,--,Zach Miller,2010
8,10/31,@DAL,W35-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2010
9,Bye,,,,,,,,,,,,,,,,,Zach Miller,2010
10,11/14,HOU,W31-24,1,1,4,79,19.8,52T,1,--,--,--,--,--,--,--,Zach Miller,2010
11,11/21,CLE,W24-20,1,1,3,27,9.0,13,0,--,--,--,--,--,--,--,Zach Miller,2010
12,11/28,@NYG,L20-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2010
13,12/05,@TEN,W17-6,1,1,3,34,11.3,18,0,2,9,4.5,8,0,--,--,Zach Miller,2010
14,12/12,OAK,W38-31,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Zach Miller,2010
15,12/19,@IND,L24-34,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2010
16,12/26,WAS,L17-20,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Zach Miller,2010
17,01/02,@HOU,L17-34,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Zach Miller,2010
5,10/11,WAS,W25-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2015
6,10/15,@NO,L21-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2015
7,10/25,@TEN,W10-7,1,0,1,11,11.0,11,0,--,--,--,--,--,--,--,Tony Moeaki,2015
8,11/01,TB,L20-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2015
9,11/08,@SF,L16-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2015
10,Bye,,,,,,,,,,,,,,,,,Tony Moeaki,2015
11,11/22,IND,L21-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2015
12,11/29,MIN,L10-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2015
13,12/06,@TB,L19-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2015
14,12/13,@CAR,L0-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2015
15,12/20,@JAC,W23-17,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Tony Moeaki,2015
16,12/27,CAR,W20-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2015
17,01/03,NO,L17-20,1,0,2,47,23.5,42T,1,--,--,--,--,--,--,--,Tony Moeaki,2015
10,11/09,NYG,W38-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2014
11,11/16,@KC,L20-24,1,0,1,1,1.0,1T,1,--,--,--,--,--,--,--,Tony Moeaki,2014
12,11/23,ARI,W19-3,1,0,4,34,8.5,17,0,--,--,--,--,--,--,--,Tony Moeaki,2014
13,11/27,@SF,W19-3,1,0,1,63,63.0,63,0,--,--,--,--,--,--,--,Tony Moeaki,2014
14,12/07,@PHI,W24-14,1,1,1,15,15.0,15,0,--,--,--,--,--,--,--,Tony Moeaki,2014
15,12/14,SF,W17-7,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Tony Moeaki,2014
16,12/21,@ARI,W35-6,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2014
17,12/28,STL,W20-6,1,0,1,21,21.0,21,0,--,--,--,--,--,--,--,Tony Moeaki,2014
14,12/08,@TB,L6-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2013
15,12/15,@JAC,W27-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2013
16,12/22,MIA,W19-0,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2013
17,12/29,@NE,L20-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2013
1,09/09,ATL,L24-40,1,1,3,37,12.3,18,0,--,--,--,--,--,--,--,Tony Moeaki,2012
2,09/16,@BUF,L17-35,1,0,1,9,9.0,9,0,--,--,--,--,--,--,--,Tony Moeaki,2012
3,09/23,@NO,W27-24,1,1,2,12,6.0,7,0,--,--,--,--,--,--,--,Tony Moeaki,2012
4,09/30,SD,L20-37,1,1,3,18,6.0,12,0,--,--,--,--,--,--,--,Tony Moeaki,2012
5,10/07,BAL,L6-9,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Tony Moeaki,2012
6,10/14,@TB,L10-38,1,1,1,18,18.0,18,0,--,--,--,--,--,--,--,Tony Moeaki,2012
7,Bye,,,,,,,,,,,,,,,,,Tony Moeaki,2012
8,10/28,OAK,L16-26,1,1,4,57,14.3,20,0,--,--,--,--,--,--,--,Tony Moeaki,2012
9,11/01,@SD,L13-31,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2012
10,11/12,@PIT,L13-16,1,1,3,68,22.7,38,0,--,--,--,--,--,--,--,Tony Moeaki,2012
11,11/18,CIN,L6-28,1,1,4,73,18.3,22,0,--,--,--,--,--,--,--,Tony Moeaki,2012
12,11/25,DEN,L9-17,1,1,2,40,20.0,21,0,--,--,--,--,--,--,--,Tony Moeaki,2012
13,12/02,CAR,W27-21,1,1,4,54,13.5,25,1,--,--,--,--,--,--,--,Tony Moeaki,2012
14,12/09,@CLE,L7-30,1,1,1,10,10.0,10,0,--,--,--,--,--,--,--,Tony Moeaki,2012
15,12/16,@OAK,L0-15,1,1,3,36,12.0,17,0,--,--,--,--,--,--,--,Tony Moeaki,2012
16,12/23,IND,L13-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2012
17,12/30,@DEN,L3-38,1,1,2,21,10.5,16,0,--,--,--,--,--,--,--,Tony Moeaki,2012
1,09/13,SD,W21-14,1,1,3,21,7.0,16,1,--,--,--,--,--,--,--,Tony Moeaki,2010
2,09/19,@CLE,W16-14,1,1,5,58,11.6,20,0,--,--,--,--,--,--,--,Tony Moeaki,2010
3,09/26,SF,W31-10,1,1,4,44,11.0,18T,1,--,--,--,--,--,--,--,Tony Moeaki,2010
4,Bye,,,,,,,,,,,,,,,,,Tony Moeaki,2010
5,10/10,@IND,L9-19,1,1,4,50,12.5,27,0,--,--,--,--,--,--,--,Tony Moeaki,2010
6,10/17,@HOU,L31-35,1,1,2,21,10.5,11,0,--,--,--,--,--,--,--,Tony Moeaki,2010
7,10/24,JAC,W42-20,1,1,3,42,14.0,20,0,--,--,--,--,--,--,--,Tony Moeaki,2010
8,10/31,BUF,W13-10,1,1,3,45,15.0,18,0,--,--,--,--,--,--,--,Tony Moeaki,2010
9,11/07,@OAK,L20-23,1,1,6,63,10.5,23,0,--,--,--,--,--,--,--,Tony Moeaki,2010
10,11/14,@DEN,L29-49,1,1,1,34,34.0,34,0,--,--,--,--,--,--,--,Tony Moeaki,2010
11,11/21,ARI,W31-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Tony Moeaki,2010
12,11/28,@SEA,W42-24,1,1,1,6,6.0,6T,1,--,--,--,--,--,--,--,Tony Moeaki,2010
13,12/05,DEN,W10-6,1,1,4,54,13.5,21,0,--,--,--,--,--,--,--,Tony Moeaki,2010
14,12/12,@SD,L0-31,1,1,2,13,6.5,8,0,--,--,--,--,--,--,--,Tony Moeaki,2010
15,12/19,@STL,W27-13,1,1,3,25,8.3,12,0,--,--,--,--,--,--,--,Tony Moeaki,2010
16,12/26,TEN,W34-14,1,1,5,63,12.6,19,0,--,--,--,--,--,--,--,Tony Moeaki,2010
17,01/02,OAK,L10-31,1,1,1,17,17.0,17,0,--,--,--,--,--,--,--,Tony Moeaki,2010
1,09/13,IND,W27-14,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
2,09/20,NE,L32-40,1,1,1,2,2.0,2,0,--,--,--,--,--,--,--,Matthew Mulligan,2015
3,09/27,@MIA,W41-14,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
4,10/04,NYG,L10-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
5,10/11,@TEN,W14-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
6,10/18,CIN,L21-34,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
7,10/25,@JAC,L31-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
8,Bye,,,,,,,,,,,,,,,,,Matthew Mulligan,2015
9,11/08,MIA,W33-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
10,11/12,@NYJ,W22-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
11,11/23,@NE,L13-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
12,11/29,@KC,L22-30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
13,12/06,HOU,W30-21,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2015
1,09/07,BUF,L20-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2014
2,09/14,@SF,W28-20,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2014
12,11/23,@SEA,L3-19,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2014
13,11/30,@ATL,L18-29,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2014
16,12/18,@JAC,L13-21,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2014
17,12/28,IND,L10-27,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2014
2,09/12,NYJ,W13-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
3,09/22,TB,W23-3,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
4,09/29,@ATL,W30-23,1,0,1,1,1.0,1T,1,--,--,--,--,--,--,--,Matthew Mulligan,2013
5,10/06,@CIN,L6-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
6,10/13,NO,W30-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
7,10/20,@NYJ,L27-30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
8,10/27,MIA,W27-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
9,11/03,PIT,W55-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
10,Bye,,,,,,,,,,,,,,,,,Matthew Mulligan,2013
11,11/18,@CAR,L20-24,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Matthew Mulligan,2013
12,11/24,DEN,W34-31,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
13,12/01,@HOU,W34-31,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
14,12/08,CLE,W27-26,1,1,1,15,15.0,15,0,--,--,--,--,--,--,--,Matthew Mulligan,2013
15,12/15,@MIA,L20-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
16,12/22,@BAL,W41-7,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
17,12/29,BUF,W34-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2013
1,09/09,@DET,L23-27,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2012
2,09/16,WAS,W31-28,1,0,2,14,7.0,13,1,--,--,--,--,--,--,--,Matthew Mulligan,2012
3,09/23,@CHI,L6-23,1,0,1,12,12.0,12,0,--,--,--,--,--,--,--,Matthew Mulligan,2012
4,09/30,SEA,W19-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2012
5,10/04,ARI,W17-3,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2012
6,10/14,@MIA,L14-17,1,0,2,15,7.5,9,0,--,--,--,--,--,--,--,Matthew Mulligan,2012
7,10/21,GB,L20-30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2012
8,10/28,NE,L7-45,1,1,1,18,18.0,18,0,--,--,--,--,--,--,--,Matthew Mulligan,2012
9,Bye,,,,,,,,,,,,,,,,,Matthew Mulligan,2012
10,11/11,@SF,T24-24,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2012
11,11/18,NYJ,L13-27,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2012
12,11/25,@ARI,W31-17,1,1,1,15,15.0,15,0,--,--,--,--,--,--,--,Matthew Mulligan,2012
13,12/02,SF,W16-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2012
14,12/09,@BUF,W15-12,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Matthew Mulligan,2012
15,12/16,MIN,L22-36,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2012
16,12/23,@TB,W28-13,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Matthew Mulligan,2012
17,12/30,@SEA,L13-20,1,1,1,10,10.0,10,0,--,--,--,--,--,--,--,Matthew Mulligan,2012
1,09/11,DAL,W27-24,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
2,09/18,JAC,W32-3,1,0,2,8,4.0,6,0,--,--,--,--,--,--,--,Matthew Mulligan,2011
3,09/25,@OAK,L24-34,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Matthew Mulligan,2011
4,10/02,@BAL,L17-34,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
5,10/09,@NE,L21-30,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,Matthew Mulligan,2011
6,10/17,MIA,W24-6,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
7,10/23,SD,W27-21,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Matthew Mulligan,2011
8,Bye,,,,,,,,,,,,,,,,,Matthew Mulligan,2011
9,11/06,@BUF,W27-11,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
10,11/13,NE,L16-37,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
11,11/17,@DEN,L13-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
12,11/27,BUF,W28-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
13,12/04,@WAS,W34-19,1,1,1,5,5.0,5,0,--,--,--,--,--,--,--,Matthew Mulligan,2011
14,12/11,KC,W37-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
15,12/18,@PHI,L19-45,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
16,12/24,NYG,L14-29,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2011
17,01/01,@MIA,L17-19,1,1,1,41,41.0,41,0,--,--,--,--,--,--,--,Matthew Mulligan,2011
1,09/13,BAL,L9-10,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
2,09/19,NE,W28-14,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
3,09/26,@MIA,W31-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
4,10/03,@BUF,W38-14,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
5,10/11,MIN,W29-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
6,10/17,@DEN,W24-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
7,Bye,,,,,,,,,,,,,,,,,Matthew Mulligan,2010
8,10/31,GB,L0-9,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
9,11/07,@DET,W23-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
10,11/14,@CLE,W26-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
11,11/21,HOU,W30-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
12,11/25,CIN,W26-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
13,12/06,@NE,L3-45,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
14,12/12,MIA,L6-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
15,12/19,@PIT,W22-17,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Matthew Mulligan,2010
16,12/26,@CHI,L34-38,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
17,01/02,BUF,W38-7,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Matthew Mulligan,2010
1,09/13,TEN,L14-42,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Myers,2015
2,09/20,@NO,W26-19,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Myers,2015
3,09/27,@HOU,L9-19,1,1,3,18,6.0,10,0,--,--,--,--,--,--,--,Brandon Myers,2015
4,10/04,CAR,L23-37,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--,Brandon Myers,2015
5,10/11,JAC,W38-31,1,1,2,34,17.0,17,0,--,--,--,--,--,--,--,Brandon Myers,2015
6,Bye,,,,,,,,,,,,,,,,,Brandon Myers,2015
7,10/25,@WAS,L30-31,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Brandon Myers,2015
8,11/01,@ATL,W23-20,1,0,3,32,10.7,17,0,--,--,--,--,--,--,--,Brandon Myers,2015
9,11/08,NYG,L18-32,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Myers,2015
10,11/15,DAL,W10-6,1,0,3,35,11.7,17,0,--,--,--,--,--,--,--,Brandon Myers,2015
11,11/22,@PHI,W45-17,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Myers,2015
12,11/29,@IND,L12-25,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Myers,2015
13,12/06,ATL,W23-19,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brandon Myers,2015
