WK,Game Date,Opp,Result,G,GS,Rec,RecYds,RecAvg,RecLng,RecTD,RushAtt,RushYds,RushAvg,RushLng,RushTD,FUM,Lost,Player,Year
16,12/26,NYG,W45-17,1,0,4,36,9.0,13,1,--,--,--,--,--,--,--,James Jones,2010
17,01/02,CHI,W10-3,1,0,1,8,8.0,8,0,--,--,--,--,--,--,--,James Jones,2010
1,09/13,@OAK,W33-13,1,0,2,19,9.5,12,0,--,--,--,--,--,--,--,Marvin Jones,2015
2,09/20,SD,W24-19,1,1,2,48,24.0,45T,1,1,3,3.0,3,0,--,--,Marvin Jones,2015
3,09/27,@BAL,W28-24,1,1,5,94,18.8,32,1,--,--,--,--,--,--,--,Marvin Jones,2015
4,10/04,KC,W36-21,1,1,1,4,4.0,4,0,1,6,6.0,6,0,--,--,Marvin Jones,2015
5,10/11,SEA,W27-24,1,0,5,61,12.2,44,0,--,--,--,--,--,--,--,Marvin Jones,2015
6,10/18,@BUF,W34-21,1,1,9,95,10.6,42,1,--,--,--,--,--,--,--,Marvin Jones,2015
7,Bye,,,,,,,,,,,,,,,,,Marvin Jones,2015
8,11/01,@PIT,W16-10,1,1,2,12,6.0,6,0,1,2,2.0,2,0,--,--,Marvin Jones,2015
9,11/05,CLE,W31-10,1,1,5,78,15.6,29,0,--,--,--,--,--,--,--,Marvin Jones,2015
10,11/16,HOU,L6-10,1,1,4,44,11.0,16,0,1,-8,-8.0,-8,0,--,--,Marvin Jones,2015
11,11/22,@ARI,L31-34,1,1,4,60,15.0,22,0,--,--,--,--,--,--,--,Marvin Jones,2015
12,11/29,STL,W31-7,1,0,3,25,8.3,12,0,1,30,30.0,30,0,--,--,Marvin Jones,2015
13,12/06,@CLE,W37-3,1,1,5,55,11.0,21T,1,--,--,--,--,--,--,--,Marvin Jones,2015
14,12/13,PIT,L20-33,1,1,6,61,10.2,23,0,--,--,--,--,--,--,--,Marvin Jones,2015
15,12/20,@SF,W24-14,1,1,4,89,22.3,47,0,--,--,--,--,--,--,--,Marvin Jones,2015
16,12/28,@DEN,L17-20,1,1,3,33,11.0,15,0,--,--,--,--,--,--,--,Marvin Jones,2015
17,01/03,BAL,W24-16,1,1,5,38,7.6,23,0,--,--,--,--,--,--,--,Marvin Jones,2015
1,09/07,@BAL,W23-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2014
2,09/14,ATL,W24-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2014
3,09/21,TEN,W33-7,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2014
4,Bye,,,,,,,,,,,,,,,,,Marvin Jones,2014
5,10/05,@NE,L17-43,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2014
6,10/12,CAR,T37-37,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2014
1,09/08,@CHI,L21-24,1,0,1,7,7.0,7,0,1,14,14.0,14,0,--,--,Marvin Jones,2013
2,09/16,PIT,W20-10,1,0,3,35,11.7,16,0,--,--,--,--,--,--,--,Marvin Jones,2013
3,09/22,GB,W34-30,1,0,3,38,12.7,22,1,--,--,--,--,--,--,--,Marvin Jones,2013
4,09/29,@CLE,L6-17,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Marvin Jones,2013
5,10/06,NE,W13-6,1,0,2,39,19.5,28,0,1,8,8.0,8,0,--,--,Marvin Jones,2013
6,10/13,@BUF,W27-24,1,0,3,71,23.7,42,1,1,34,34.0,34,0,--,--,Marvin Jones,2013
7,10/20,@DET,W27-24,1,0,4,57,14.3,18,1,--,--,--,--,--,--,--,Marvin Jones,2013
8,10/27,NYJ,W49-9,1,0,8,122,15.3,45,4,--,--,--,--,--,--,--,Marvin Jones,2013
9,10/31,@MIA,L20-22,1,0,4,66,16.5,26,0,--,--,--,--,--,--,--,Marvin Jones,2013
10,11/10,@BAL,L17-20,1,0,1,2,2.0,2,0,1,7,7.0,7,0,--,--,Marvin Jones,2013
11,11/17,CLE,W41-20,1,1,1,9,9.0,9,0,1,-1,-1.0,-1,0,--,--,Marvin Jones,2013
12,Bye,,,,,,,,,,,,,,,,,Marvin Jones,2013
13,12/01,@SD,W17-10,1,1,2,12,6.0,9,0,--,--,--,--,--,--,--,Marvin Jones,2013
14,12/08,IND,W42-28,1,0,3,60,20.0,29T,1,1,-3,-3.0,-3,0,--,--,Marvin Jones,2013
15,12/15,@PIT,L20-30,1,0,5,48,9.6,13T,1,--,--,--,--,--,--,--,Marvin Jones,2013
16,12/22,MIN,W42-14,1,0,6,85,14.2,21,0,2,6,3.0,5,0,--,--,Marvin Jones,2013
17,12/29,BAL,W34-17,1,1,5,61,12.2,17,1,--,--,--,--,--,--,--,Marvin Jones,2013
1,09/10,@BAL,L13-44,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2012
2,09/16,CLE,W34-27,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2012
3,09/23,@WAS,W38-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2012
4,09/30,@JAC,W27-10,1,0,1,5,5.0,5,0,--,--,--,--,--,--,--,Marvin Jones,2012
5,10/07,MIA,L13-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2012
6,10/14,@CLE,L24-34,1,0,2,21,10.5,16,0,--,--,--,--,--,--,--,Marvin Jones,2012
7,10/21,PIT,L17-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2012
8,Bye,,,,,,,,,,,,,,,,,Marvin Jones,2012
9,11/04,DEN,L23-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2012
10,11/11,NYG,W31-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2012
11,11/18,@KC,W28-6,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Marvin Jones,2012
12,11/25,OAK,W34-10,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Marvin Jones,2012
13,12/02,@SD,W20-13,1,1,2,20,10.0,16,0,--,--,--,--,--,--,--,Marvin Jones,2012
14,12/09,DAL,L19-20,1,1,3,45,15.0,17,0,1,37,37.0,37,0,--,--,Marvin Jones,2012
15,12/13,@PHI,W34-13,1,1,0,0,--,--,0,1,10,10.0,10,0,--,--,Marvin Jones,2012
16,12/23,@PIT,W13-10,1,1,5,65,13.0,23,0,1,0,0.0,0,0,--,--,Marvin Jones,2012
17,12/30,BAL,W23-17,1,1,5,45,9.0,14,1,--,--,--,--,--,--,--,Marvin Jones,2012
1,09/14,PHI,W26-24,1,1,9,141,15.7,44,2,--,--,--,--,--,--,--,Julio Jones,2015
2,09/20,@NYG,W24-20,1,1,13,135,10.4,37,0,--,--,--,--,--,--,--,Julio Jones,2015
3,09/27,@DAL,W39-28,1,1,12,164,13.7,45T,2,--,--,--,--,--,--,--,Julio Jones,2015
4,10/04,HOU,W48-21,1,1,4,38,9.5,19,0,--,--,--,--,--,--,--,Julio Jones,2015
5,10/11,WAS,W25-19,1,1,5,67,13.4,20,0,--,--,--,--,--,1,0,Julio Jones,2015
6,10/15,@NO,L21-31,1,1,6,93,15.5,30,0,--,--,--,--,--,--,--,Julio Jones,2015
7,10/25,@TEN,W10-7,1,1,9,92,10.2,21,1,--,--,--,--,--,--,--,Julio Jones,2015
8,11/01,TB,L20-23,1,1,12,162,13.5,35,1,--,--,--,--,--,1,1,Julio Jones,2015
9,11/08,@SF,L16-17,1,1,10,137,13.7,54,0,--,--,--,--,--,--,--,Julio Jones,2015
10,Bye,,,,,,,,,,,,,,,,,Julio Jones,2015
11,11/22,IND,L21-24,1,1,9,160,17.8,36,0,--,--,--,--,--,--,--,Julio Jones,2015
12,11/29,MIN,L10-20,1,1,5,56,11.2,19,0,--,--,--,--,--,--,--,Julio Jones,2015
13,12/06,@TB,L19-23,1,1,8,93,11.6,25,0,--,--,--,--,--,--,--,Julio Jones,2015
14,12/13,@CAR,L0-38,1,1,7,88,12.6,46,0,--,--,--,--,--,1,0,Julio Jones,2015
15,12/20,@JAC,W23-17,1,1,9,118,13.1,23,1,--,--,--,--,--,--,--,Julio Jones,2015
16,12/27,CAR,W20-13,1,1,9,178,19.8,70T,1,--,--,--,--,--,--,--,Julio Jones,2015
17,01/03,NO,L17-20,1,1,9,149,16.6,29,0,--,--,--,--,--,--,--,Julio Jones,2015
1,09/07,NO,W37-34,1,1,7,116,16.6,27,0,--,--,--,--,--,1,1,Julio Jones,2014
2,09/14,@CIN,L10-24,1,1,7,88,12.6,24,1,--,--,--,--,--,--,--,Julio Jones,2014
3,09/18,TB,W56-14,1,1,9,161,17.9,40T,2,--,--,--,--,--,--,--,Julio Jones,2014
4,09/28,@MIN,L28-41,1,1,6,82,13.7,21,0,--,--,--,--,--,--,--,Julio Jones,2014
5,10/05,@NYG,L20-30,1,1,11,105,9.5,22,0,--,--,--,--,--,--,--,Julio Jones,2014
6,10/12,CHI,L13-27,1,1,4,68,17.0,29,0,1,1,1.0,1,0,1,0,Julio Jones,2014
7,10/19,@BAL,L7-29,1,1,5,56,11.2,24,0,--,--,--,--,--,--,--,Julio Jones,2014
8,10/26,DET,L21-22,1,1,4,58,14.5,22,0,--,--,--,--,--,--,--,Julio Jones,2014
9,Bye,,,,,,,,,,,,,,,,,Julio Jones,2014
10,11/09,@TB,W27-17,1,1,8,119,14.9,39,0,--,--,--,--,--,--,--,Julio Jones,2014
11,11/16,@CAR,W19-17,1,1,6,59,9.8,11,0,--,--,--,--,--,--,--,Julio Jones,2014
12,11/23,CLE,L24-26,1,1,5,68,13.6,24T,1,--,--,--,--,--,--,--,Julio Jones,2014
13,11/30,ARI,W29-18,1,1,10,189,18.9,41,1,--,--,--,--,--,--,--,Julio Jones,2014
14,12/08,@GB,L37-43,1,1,11,259,23.5,79,1,--,--,--,--,--,--,--,Julio Jones,2014
15,12/14,PIT,L20-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Julio Jones,2014
16,12/21,@NO,W30-14,1,1,7,107,15.3,24,0,--,--,--,--,--,--,--,Julio Jones,2014
17,12/28,CAR,L3-34,1,1,4,58,14.5,20,0,--,--,--,--,--,--,--,Julio Jones,2014
1,09/08,@NO,L17-23,1,1,7,76,10.9,22,1,--,--,--,--,--,1,1,Julio Jones,2013
2,09/15,STL,W31-24,1,1,11,182,16.5,81T,1,--,--,--,--,--,--,--,Julio Jones,2013
3,09/22,@MIA,L23-27,1,1,9,115,12.8,28,0,1,7,7.0,7,0,--,--,Julio Jones,2013
4,09/29,NE,L23-30,1,1,6,108,18.0,49,0,--,--,--,--,--,1,0,Julio Jones,2013
5,10/07,NYJ,L28-30,1,1,8,99,12.4,46,0,--,--,--,--,--,--,--,Julio Jones,2013
1,09/09,@KC,W40-24,1,1,6,108,18.0,31,2,--,--,--,--,--,--,--,Julio Jones,2012
2,09/17,DEN,W27-21,1,0,4,14,3.5,6,0,1,1,1.0,1,0,--,--,Julio Jones,2012
3,09/23,@SD,W27-3,1,1,5,67,13.4,29,1,--,--,--,--,--,--,--,Julio Jones,2012
4,09/30,CAR,W30-28,1,1,1,30,30.0,30,0,--,--,--,--,--,--,--,Julio Jones,2012
5,10/07,@WAS,W24-17,1,1,10,94,9.4,29,1,1,1,1.0,1,0,--,--,Julio Jones,2012
6,10/14,OAK,W23-20,1,1,4,63,15.8,25,0,--,--,--,--,--,--,--,Julio Jones,2012
7,Bye,,,,,,,,,,,,,,,,,Julio Jones,2012
8,10/28,@PHI,W30-17,1,1,5,123,24.6,63T,1,1,9,9.0,9,0,--,--,Julio Jones,2012
9,11/04,DAL,W19-13,1,1,5,129,25.8,48,0,1,8,8.0,8,0,--,--,Julio Jones,2012
10,11/11,@NO,L27-31,1,1,4,75,18.8,52,0,--,--,--,--,--,--,--,Julio Jones,2012
11,11/18,ARI,W23-19,1,1,3,33,11.0,20,0,--,--,--,--,--,--,--,Julio Jones,2012
12,11/25,@TB,W24-23,1,1,6,147,24.5,80T,1,--,--,--,--,--,--,--,Julio Jones,2012
13,11/29,NO,W23-13,1,1,5,48,9.6,18,0,--,--,--,--,--,--,--,Julio Jones,2012
14,12/09,@CAR,L20-30,1,1,5,66,13.2,21,1,--,--,--,--,--,--,--,Julio Jones,2012
15,12/16,NYG,W34-0,1,1,6,74,12.3,40T,2,1,18,18.0,18,0,--,--,Julio Jones,2012
16,12/22,@DET,W31-18,1,1,7,71,10.1,16T,1,1,-7,-7.0,-7,0,--,--,Julio Jones,2012
17,12/30,TB,L17-22,1,1,3,56,18.7,28,0,--,--,--,--,--,--,--,Julio Jones,2012
1,09/11,@CHI,L12-30,1,1,5,71,14.2,32,0,--,--,--,--,--,--,--,Julio Jones,2011
2,09/18,PHI,W35-31,1,1,2,29,14.5,15,0,--,--,--,--,--,--,--,Julio Jones,2011
3,09/25,@TB,L13-16,1,1,6,115,19.2,49,0,1,-9,-9.0,-9,0,--,--,Julio Jones,2011
4,10/02,@SEA,W30-28,1,1,11,127,11.5,45,0,--,--,--,--,--,--,--,Julio Jones,2011
5,10/09,GB,L14-25,1,1,1,16,16.0,16,0,1,17,17.0,17,0,--,--,Julio Jones,2011
6,10/16,CAR,W31-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Julio Jones,2011
7,10/23,@DET,W23-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Julio Jones,2011
8,Bye,,,,,,,,,,,,,,,,,Julio Jones,2011
9,11/06,@IND,W31-7,1,1,3,131,43.7,80T,2,2,33,16.5,19,0,--,--,Julio Jones,2011
10,11/13,NO,L23-26,1,1,2,9,4.5,6,0,--,--,--,--,--,--,--,Julio Jones,2011
11,11/20,TEN,W23-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Julio Jones,2011
12,11/27,MIN,W24-14,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Julio Jones,2011
13,12/04,@HOU,L10-17,1,1,4,68,17.0,26,0,--,--,--,--,--,--,--,Julio Jones,2011
14,12/11,@CAR,W31-23,1,1,3,104,34.7,75T,2,--,--,--,--,--,--,--,Julio Jones,2011
15,12/15,JAC,W41-14,1,1,5,85,17.0,29T,1,1,6,6.0,6,0,--,--,Julio Jones,2011
16,12/26,@NO,L16-45,1,1,8,128,16.0,40,1,--,--,--,--,--,1,1,Julio Jones,2011
17,01/01,TB,W45-24,1,1,4,76,19.0,48T,2,1,9,9.0,9,0,--,--,Julio Jones,2011
1,09/13,@ARI,L19-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Seantavius Jones,2015
16,12/27,JAC,W38-27,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Seantavius Jones,2015
17,01/03,@ATL,W20-17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Seantavius Jones,2015
15,12/15,@CHI,W31-15,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Seantavius Jones,2014
16,12/21,ATL,L14-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Seantavius Jones,2014
17,12/28,@TB,W23-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Seantavius Jones,2014
1,09/13,@SD,L28-33,0,0,--,--,--,--,--,--,--,--,--,--,--,--,T.J. Jones,2015
2,09/20,@MIN,L16-26,0,0,--,--,--,--,--,--,--,--,--,--,--,--,T.J. Jones,2015
3,09/27,DEN,L12-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,T.J. Jones,2015
4,10/05,@SEA,L10-13,1,0,--,--,--,--,--,--,--,--,--,--,1,0,T.J. Jones,2015
5,10/11,ARI,L17-42,1,0,1,11,11.0,11,0,--,--,--,--,--,--,--,T.J. Jones,2015
6,10/18,CHI,W37-34,1,0,--,--,--,--,--,1,-3,-3.0,-3,0,1,1,T.J. Jones,2015
7,10/25,MIN,L19-28,1,0,--,--,--,--,--,--,--,--,--,--,--,--,T.J. Jones,2015
8,11/01,@KC,L10-45,0,0,--,--,--,--,--,--,--,--,--,--,--,--,T.J. Jones,2015
9,Bye,,,,,,,,,,,,,,,,,T.J. Jones,2015
10,11/15,@GB,W18-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--,T.J. Jones,2015
11,11/22,OAK,W18-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--,T.J. Jones,2015
12,11/26,PHI,W45-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,T.J. Jones,2015
13,12/03,GB,L23-27,1,0,2,37,18.5,29,0,--,--,--,--,--,--,--,T.J. Jones,2015
14,12/13,@STL,L14-21,1,0,4,33,8.3,15,0,--,--,--,--,--,--,--,T.J. Jones,2015
15,12/21,@NO,W35-27,1,0,2,22,11.0,20,0,--,--,--,--,--,--,--,T.J. Jones,2015
16,12/27,SF,W32-17,1,0,1,29,29.0,29T,1,--,--,--,--,--,--,--,T.J. Jones,2015
17,01/03,@CHI,W24-20,1,0,0,0,--,--,0,--,--,--,--,--,--,--,T.J. Jones,2015
1,09/13,@STL,L31-34,1,1,8,76,9.5,23,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
2,09/20,@GB,L17-27,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
3,09/27,CHI,W26-0,1,1,6,76,12.7,22,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
4,10/05,DET,W13-10,1,1,2,84,42.0,50,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
5,10/11,@CIN,L24-27,1,1,2,38,19.0,30T,1,--,--,--,--,--,--,--,Jermaine Kearse,2015
6,10/18,CAR,L23-27,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
7,10/22,@SF,W20-3,1,1,3,64,21.3,36,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
8,11/01,@DAL,W13-12,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
9,Bye,,,,,,,,,,,,,,,,,Jermaine Kearse,2015
10,11/15,ARI,L32-39,1,1,1,10,10.0,10,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
11,11/22,SF,W29-13,1,1,3,34,11.3,18,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
12,11/29,PIT,W39-30,1,1,4,47,11.8,22,2,--,--,--,--,--,1,0,Jermaine Kearse,2015
13,12/06,@MIN,W38-7,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
14,12/13,@BAL,W35-6,1,1,7,74,10.6,20,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
15,12/20,CLE,W30-13,1,1,7,110,15.7,39,0,--,--,--,--,--,--,--,Jermaine Kearse,2015
16,12/27,STL,L17-23,1,1,3,38,12.7,18T,1,--,--,--,--,--,--,--,Jermaine Kearse,2015
17,01/03,@ARI,W36-6,1,1,3,34,11.3,24T,1,--,--,--,--,--,--,--,Jermaine Kearse,2015
1,09/04,GB,W36-16,1,0,1,8,8.0,8,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
2,09/14,@SD,L21-30,1,1,4,61,15.3,30,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
3,09/21,DEN,W26-20,1,1,2,22,11.0,12,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
4,Bye,,,,,,,,,,,,,,,,,Jermaine Kearse,2014
5,10/06,@WAS,W27-17,1,1,1,15,15.0,15T,1,--,--,--,--,--,--,--,Jermaine Kearse,2014
6,10/12,DAL,L23-30,1,1,3,62,20.7,53,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
7,10/19,@STL,L26-28,1,1,3,50,16.7,29,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
8,10/26,@CAR,W13-9,1,1,2,15,7.5,12,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
9,11/02,OAK,W30-24,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
10,11/09,NYG,W38-17,1,1,3,70,23.3,60,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
11,11/16,@KC,L20-24,1,1,5,54,10.8,24,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
12,11/23,ARI,W19-3,1,1,1,19,19.0,19,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
13,11/27,@SF,W19-3,1,1,3,34,11.3,17,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
14,12/07,@PHI,W24-14,1,1,3,37,12.3,20,0,2,15,7.5,11,0,--,--,Jermaine Kearse,2014
15,12/14,SF,W17-7,1,1,5,78,15.6,47,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
16,12/21,@ARI,W35-6,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--,Jermaine Kearse,2014
17,12/28,STL,W20-6,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jermaine Kearse,2014
1,09/08,@CAR,W12-7,1,0,2,49,24.5,43T,1,--,--,--,--,--,--,--,Jermaine Kearse,2013
2,09/15,SF,W29-3,1,1,--,--,--,--,--,--,--,--,--,--,--,--,Jermaine Kearse,2013
3,09/22,JAC,W45-17,1,1,1,17,17.0,17,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
4,09/29,@HOU,W23-20,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
5,10/06,@IND,L28-34,1,0,1,28,28.0,28T,1,--,--,--,--,--,--,--,Jermaine Kearse,2013
6,10/13,TEN,W20-13,1,0,3,17,5.7,11,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
7,10/17,@ARI,W34-22,1,0,1,17,17.0,17,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
8,10/28,@STL,W14-9,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
9,11/03,TB,W27-24,1,0,2,43,21.5,27,1,--,--,--,--,--,1,1,Jermaine Kearse,2013
10,11/10,@ATL,W33-10,1,0,3,75,25.0,43T,1,--,--,--,--,--,--,--,Jermaine Kearse,2013
11,11/17,MIN,W41-20,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
12,Bye,,,,,,,,,,,,,,,,,Jermaine Kearse,2013
13,12/02,NO,W34-7,1,1,2,26,13.0,19,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
14,12/08,@SF,L17-19,1,1,2,15,7.5,9,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
15,12/15,@NYG,W23-0,1,1,2,21,10.5,13,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
16,12/22,ARI,L10-17,1,0,3,38,12.7,18,0,--,--,--,--,--,--,--,Jermaine Kearse,2013
17,12/29,STL,W27-9,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jermaine Kearse,2013
9,11/04,MIN,W30-20,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--,Jermaine Kearse,2012
10,11/11,NYJ,W28-7,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jermaine Kearse,2012
11,Bye,,,,,,,,,,,,,,,,,Jermaine Kearse,2012
12,11/25,@MIA,L21-24,1,0,1,8,8.0,8,0,--,--,--,--,--,--,--,Jermaine Kearse,2012
13,12/02,@CHI,W23-17,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jermaine Kearse,2012
14,12/09,ARI,W58-0,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jermaine Kearse,2012
15,12/16,@BUF,W50-17,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jermaine Kearse,2012
16,12/23,SF,W42-13,1,0,1,17,17.0,17,0,--,--,--,--,--,--,--,Jermaine Kearse,2012
17,12/30,STL,W20-13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jermaine Kearse,2012
1,09/13,CLE,W31-10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
2,09/21,@IND,W20-7,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
3,09/27,PHI,L17-24,1,1,6,33,5.5,9,1,--,--,--,--,--,--,--,Jeremy Kerley,2015
4,10/04,@MIA,W27-14,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
5,Bye,,,,,,,,,,,,,,,,,Jeremy Kerley,2015
6,10/18,WAS,W34-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
7,10/25,@NE,L23-30,1,0,3,27,9.0,12,1,--,--,--,--,--,--,--,Jeremy Kerley,2015
8,11/01,@OAK,L20-34,1,0,4,63,15.8,25,0,--,--,--,--,--,--,--,Jeremy Kerley,2015
9,11/08,JAC,W28-23,1,0,2,22,11.0,11,0,--,--,--,--,--,--,--,Jeremy Kerley,2015
10,11/12,BUF,L17-22,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--,Jeremy Kerley,2015
11,11/22,@HOU,L17-24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
12,11/29,MIA,W38-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
13,12/06,@NYG,W23-20,1,0,--,--,--,--,--,--,--,--,--,--,1,0,Jeremy Kerley,2015
14,12/13,TEN,W30-8,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
15,12/19,@DAL,W19-16,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
16,12/27,NE,W26-20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
17,01/03,@BUF,L17-22,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2015
1,09/07,OAK,W19-14,1,0,5,38,7.6,19,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
2,09/14,@GB,L24-31,1,1,3,22,7.3,13,0,0,37,--,37,0,--,--,Jeremy Kerley,2014
3,09/22,CHI,L19-27,1,1,7,81,11.6,19T,1,--,--,--,--,--,--,--,Jeremy Kerley,2014
4,09/28,DET,L17-24,1,0,1,3,3.0,3,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
5,10/05,@SD,L0-31,1,0,3,24,8.0,11,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
6,10/12,DEN,L17-31,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
7,10/16,@NE,L25-27,1,1,2,29,14.5,16,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
8,10/26,BUF,L23-43,1,0,2,25,12.5,16,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
9,11/02,@KC,L10-24,1,0,2,11,5.5,7,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
10,11/09,PIT,W20-13,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
11,Bye,,,,,,,,,,,,,,,,,Jeremy Kerley,2014
12,11/24,@BUF,L3-38,1,0,5,66,13.2,28,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
13,12/01,MIA,L13-16,1,0,1,2,2.0,2,0,2,38,19.0,20,0,--,--,Jeremy Kerley,2014
14,12/07,@MIN,L24-30,1,0,2,17,8.5,17,0,--,--,--,--,--,1,0,Jeremy Kerley,2014
15,12/14,@TEN,W16-11,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
16,12/21,NE,L16-17,1,1,3,54,18.0,25,0,--,--,--,--,--,--,--,Jeremy Kerley,2014
17,12/28,@MIA,W37-24,1,1,1,33,33.0,33,0,2,11,5.5,6,0,--,--,Jeremy Kerley,2014
1,09/08,TB,W18-17,1,1,3,45,15.0,26,0,1,-1,-1.0,-1,0,--,--,Jeremy Kerley,2013
2,09/12,@NE,L10-13,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Jeremy Kerley,2013
3,09/22,BUF,W27-20,1,0,2,25,12.5,18,0,--,--,--,--,--,--,--,Jeremy Kerley,2013
