WK,Game Date,Opp,Result,G,GS,Rec,RecYds,RecAvg,RecLng,RecTD,RushAtt,RushYds,RushAvg,RushLng,RushTD,FUM,Lost,Player,Year
12,11/27,@TEN,L17-23,1,1,1,-3,-3.0,-3,0,--,--,--,--,--,--,--,Arrelious Benn,2011
13,12/04,CAR,L19-38,1,1,3,46,15.3,38,0,1,-12,-12.0,-12,0,--,--,Arrelious Benn,2011
14,12/11,@JAC,L14-41,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--,Arrelious Benn,2011
15,12/17,DAL,L15-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Arrelious Benn,2011
16,12/24,@CAR,L16-48,1,1,1,4,4.0,4T,1,--,--,--,--,--,--,--,Arrelious Benn,2011
17,01/01,@ATL,L24-45,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Arrelious Benn,2011
1,09/12,CLE,W17-14,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Arrelious Benn,2010
2,09/19,@CAR,W20-7,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Arrelious Benn,2010
3,09/26,PIT,L13-38,1,0,3,33,11.0,13,0,--,--,--,--,--,--,--,Arrelious Benn,2010
4,Bye,,,,,,,,,,,,,,,,,Arrelious Benn,2010
5,10/10,@CIN,W24-21,1,1,2,25,12.5,18,0,--,--,--,--,--,--,--,Arrelious Benn,2010
6,10/17,NO,L6-31,1,0,1,9,9.0,9,0,1,4,4.0,4,0,1,0,Arrelious Benn,2010
7,10/24,STL,W18-17,1,1,1,9,9.0,9,0,--,--,--,--,--,--,--,Arrelious Benn,2010
8,10/31,@ARI,W38-35,1,1,1,53,53.0,53,0,1,0,0.0,0,0,--,--,Arrelious Benn,2010
9,11/07,@ATL,L21-27,1,1,1,14,14.0,14T,1,1,4,4.0,4,0,--,--,Arrelious Benn,2010
10,11/14,CAR,W31-16,1,1,2,29,14.5,21,1,--,--,--,--,--,--,--,Arrelious Benn,2010
11,11/21,@SF,W21-0,1,1,2,14,7.0,7,0,--,--,--,--,--,--,--,Arrelious Benn,2010
12,11/28,@BAL,L10-17,1,0,3,9,3.0,9,0,--,--,--,--,--,--,--,Arrelious Benn,2010
13,12/05,ATL,L24-28,1,1,1,28,28.0,28,0,2,10,5.0,7,0,--,--,Arrelious Benn,2010
14,12/12,@WAS,W17-16,1,1,4,122,30.5,64,0,1,17,17.0,17,0,--,--,Arrelious Benn,2010
15,12/19,DET,L20-23,1,0,3,34,11.3,13,0,--,--,--,--,--,--,--,Arrelious Benn,2010
16,12/26,SEA,W38-15,1,1,1,16,16.0,16,0,--,--,--,--,--,--,--,Arrelious Benn,2010
3,09/27,NO,W27-22,1,1,1,13,13.0,13,0,--,--,--,--,--,--,--,Brenton Bersin,2015
4,10/04,@TB,W37-23,1,1,4,54,13.5,30,0,--,--,--,--,--,--,--,Brenton Bersin,2015
5,Bye,,,,,,,,,,,,,,,,,Brenton Bersin,2015
6,10/18,@SEA,W27-23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2015
7,10/25,PHI,W27-16,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2015
8,11/02,IND,W29-26,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2015
9,11/08,GB,W37-29,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2015
10,11/15,@TEN,W27-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2015
11,11/22,WAS,W44-16,1,0,1,15,15.0,15,0,--,--,--,--,--,--,--,Brenton Bersin,2015
12,11/26,@DAL,W33-14,1,0,1,12,12.0,12,0,--,--,--,--,--,--,--,Brenton Bersin,2015
13,12/06,@NO,W41-38,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2015
14,12/13,ATL,W38-0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2015
15,12/20,@NYG,W38-35,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2015
16,12/27,@ATL,L13-20,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2015
17,01/03,TB,W38-10,1,0,2,25,12.5,17,0,--,--,--,--,--,1,1,Brenton Bersin,2015
1,09/07,@TB,W20-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2014
2,09/14,DET,W24-7,1,0,1,8,8.0,8,0,--,--,--,--,--,--,--,Brenton Bersin,2014
3,09/21,PIT,L19-37,1,0,1,29,29.0,29,0,--,--,--,--,--,--,--,Brenton Bersin,2014
4,09/28,@BAL,L10-38,1,0,1,12,12.0,12,0,--,--,--,--,--,--,--,Brenton Bersin,2014
5,10/05,CHI,W31-24,1,0,1,21,21.0,21,0,--,--,--,--,--,--,--,Brenton Bersin,2014
6,10/12,@CIN,T37-37,1,0,2,13,6.5,10,0,--,--,--,--,--,--,--,Brenton Bersin,2014
7,10/19,@GB,L17-38,1,0,3,21,7.0,11,1,--,--,--,--,--,--,--,Brenton Bersin,2014
8,10/26,SEA,L9-13,1,1,--,--,--,--,--,--,--,--,--,--,1,0,Brenton Bersin,2014
9,10/30,NO,L10-28,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Brenton Bersin,2014
10,11/10,@PHI,L21-45,1,0,2,24,12.0,14,0,--,--,--,--,--,--,--,Brenton Bersin,2014
11,11/16,ATL,L17-19,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2014
12,Bye,,,,,,,,,,,,,,,,,Brenton Bersin,2014
13,11/30,@MIN,L13-31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,Brenton Bersin,2014
14,12/07,@NO,W41-10,1,0,1,9,9.0,9,0,--,--,--,--,--,--,--,Brenton Bersin,2014
15,12/14,TB,W19-17,1,0,0,0,--,--,0,--,--,--,--,--,1,0,Brenton Bersin,2014
16,12/21,CLE,W17-13,1,0,1,14,14.0,14,0,--,--,--,--,--,--,--,Brenton Bersin,2014
17,12/28,@ATL,W34-3,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Brenton Bersin,2014
5,10/06,@STL,L20-34,1,1,5,136,27.2,67T,1,--,--,--,--,--,--,--,Justin Blackmon,2015
6,10/13,@DEN,L19-35,1,1,14,190,13.6,23,0,--,--,--,--,--,--,--,Justin Blackmon,2015
7,10/20,SD,L6-24,1,1,6,58,9.7,12,0,--,--,--,--,--,--,--,Justin Blackmon,2015
8,10/27,SF,L10-42,1,1,4,31,7.8,12,0,1,-1,-1.0,-1,0,--,--,Justin Blackmon,2015
5,10/06,@STL,L20-34,1,1,5,136,27.2,67T,1,--,--,--,--,--,--,--,Justin Blackmon,2014
6,10/13,@DEN,L19-35,1,1,14,190,13.6,23,0,--,--,--,--,--,--,--,Justin Blackmon,2014
7,10/20,SD,L6-24,1,1,6,58,9.7,12,0,--,--,--,--,--,--,--,Justin Blackmon,2014
8,10/27,SF,L10-42,1,1,4,31,7.8,12,0,1,-1,-1.0,-1,0,--,--,Justin Blackmon,2014
5,10/06,@STL,L20-34,1,1,5,136,27.2,67T,1,--,--,--,--,--,--,--,Justin Blackmon,2013
6,10/13,@DEN,L19-35,1,1,14,190,13.6,23,0,--,--,--,--,--,--,--,Justin Blackmon,2013
7,10/20,SD,L6-24,1,1,6,58,9.7,12,0,--,--,--,--,--,--,--,Justin Blackmon,2013
8,10/27,SF,L10-42,1,1,4,31,7.8,12,0,1,-1,-1.0,-1,0,--,--,Justin Blackmon,2013
1,09/09,@MIN,L23-26,1,1,3,24,8.0,13,0,--,--,--,--,--,--,--,Justin Blackmon,2012
2,09/16,HOU,L7-27,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Justin Blackmon,2012
3,09/23,@IND,W22-17,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--,Justin Blackmon,2012
4,09/30,CIN,L10-27,1,1,6,48,8.0,14,0,--,--,--,--,--,--,--,Justin Blackmon,2012
5,10/07,CHI,L3-41,1,1,3,40,13.3,19,0,--,--,--,--,--,--,--,Justin Blackmon,2012
6,Bye,,,,,,,,,,,,,,,,,Justin Blackmon,2012
7,10/21,@OAK,L23-26,1,0,1,7,7.0,7,0,--,--,--,--,--,--,--,Justin Blackmon,2012
8,10/28,@GB,L15-24,1,1,4,67,16.8,36,0,--,--,--,--,--,--,--,Justin Blackmon,2012
9,11/04,DET,L14-31,1,1,5,32,6.4,12,1,--,--,--,--,--,--,--,Justin Blackmon,2012
10,11/08,IND,L10-27,1,1,3,25,8.3,10,0,--,--,--,--,--,--,--,Justin Blackmon,2012
11,11/18,@HOU,L37-43,1,1,7,236,33.7,81T,1,--,--,--,--,--,--,--,Justin Blackmon,2012
12,11/25,TEN,W24-19,1,1,5,62,12.4,23,1,1,12,12.0,12,0,--,--,Justin Blackmon,2012
13,12/02,@BUF,L18-34,1,1,1,9,9.0,9,0,--,--,--,--,--,--,--,Justin Blackmon,2012
14,12/09,NYJ,L10-17,1,1,6,57,9.5,14,0,--,--,--,--,--,--,--,Justin Blackmon,2012
15,12/16,@MIA,L3-24,1,1,6,93,15.5,38,0,--,--,--,--,--,--,--,Justin Blackmon,2012
16,12/23,NE,L16-23,1,1,7,79,11.3,18,1,--,--,--,--,--,--,--,Justin Blackmon,2012
17,12/30,@TEN,L20-38,1,1,6,79,13.2,30T,1,1,11,11.0,11,0,1,0,Justin Blackmon,2012
1,09/14,MIN,W20-3,1,1,4,36,9.0,15,0,--,--,--,--,--,--,--,Anquan Boldin,2015
2,09/20,@PIT,L18-43,1,1,6,60,10.0,14T,1,--,--,--,--,--,--,--,Anquan Boldin,2015
3,09/27,@ARI,L7-47,1,1,2,16,8.0,14,0,--,--,--,--,--,--,--,Anquan Boldin,2015
4,10/04,GB,L3-17,1,1,3,12,4.0,8,0,--,--,--,--,--,--,--,Anquan Boldin,2015
5,10/11,@NYG,L27-30,1,1,8,107,13.4,37,1,--,--,--,--,--,--,--,Anquan Boldin,2015
6,10/18,BAL,W25-20,1,1,5,102,20.4,51,0,--,--,--,--,--,--,--,Anquan Boldin,2015
7,10/22,SEA,L3-20,1,0,3,39,13.0,27,0,--,--,--,--,--,--,--,Anquan Boldin,2015
8,11/01,@STL,L6-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Anquan Boldin,2015
9,11/08,ATL,W17-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Anquan Boldin,2015
10,Bye,,,,,,,,,,,,,,,,,Anquan Boldin,2015
11,11/22,@SEA,L13-29,1,1,5,93,18.6,28,0,--,--,--,--,--,--,--,Anquan Boldin,2015
12,11/29,ARI,L13-19,1,1,8,93,11.6,18,0,--,--,--,--,--,--,--,Anquan Boldin,2015
13,12/06,@CHI,W26-20,1,1,5,37,7.4,11,0,--,--,--,--,--,--,--,Anquan Boldin,2015
14,12/13,@CLE,L10-24,1,1,2,22,11.0,14,0,--,--,--,--,--,--,--,Anquan Boldin,2015
15,12/20,CIN,L14-24,1,1,8,74,9.3,29,1,--,--,--,--,--,1,1,Anquan Boldin,2015
16,12/27,@DET,L17-32,1,1,5,27,5.4,9,0,--,--,--,--,--,--,--,Anquan Boldin,2015
17,01/03,STL,W19-16,1,1,5,71,14.2,33T,1,--,--,--,--,--,--,--,Anquan Boldin,2015
1,09/07,@DAL,W28-17,1,1,8,99,12.4,37,0,--,--,--,--,--,--,--,Anquan Boldin,2014
2,09/14,CHI,L20-28,1,1,2,34,17.0,21,0,--,--,--,--,--,--,--,Anquan Boldin,2014
3,09/21,@ARI,L14-23,1,1,6,36,6.0,7,0,--,--,--,--,--,--,--,Anquan Boldin,2014
4,09/28,PHI,W26-21,1,1,5,62,12.4,23,0,--,--,--,--,--,--,--,Anquan Boldin,2014
5,10/05,KC,W22-17,1,1,4,72,18.0,27,0,--,--,--,--,--,--,--,Anquan Boldin,2014
6,10/13,@STL,W31-17,1,1,7,94,13.4,28,1,--,--,--,--,--,--,--,Anquan Boldin,2014
7,10/19,@DEN,L17-42,1,1,7,50,7.1,18,0,--,--,--,--,--,--,--,Anquan Boldin,2014
8,Bye,,,,,,,,,,,,,,,,,Anquan Boldin,2014
9,11/02,STL,L10-13,1,1,6,93,15.5,27T,1,--,--,--,--,--,--,--,Anquan Boldin,2014
10,11/09,@NO,W27-24,1,1,6,95,15.8,25,1,--,--,--,--,--,--,--,Anquan Boldin,2014
11,11/16,@NYG,W16-10,1,1,5,53,10.6,16,0,--,--,--,--,--,--,--,Anquan Boldin,2014
12,11/23,WAS,W17-13,1,1,9,137,15.2,30T,1,--,--,--,--,--,--,--,Anquan Boldin,2014
13,11/27,SEA,L3-19,1,1,3,18,6.0,10,0,--,--,--,--,--,--,--,Anquan Boldin,2014
14,12/07,@OAK,L13-24,1,1,4,54,13.5,20,0,1,4,4.0,4,0,--,--,Anquan Boldin,2014
15,12/14,@SEA,L7-17,1,1,2,23,11.5,15,0,--,--,--,--,--,--,--,Anquan Boldin,2014
16,12/20,SD,L35-38,1,1,7,61,8.7,20,0,--,--,--,--,--,--,--,Anquan Boldin,2014
17,12/28,ARI,W20-17,1,1,2,81,40.5,76T,1,--,--,--,--,--,--,--,Anquan Boldin,2014
1,09/08,GB,W34-28,1,1,13,208,16.0,43,1,--,--,--,--,--,--,--,Anquan Boldin,2013
2,09/15,@SEA,L3-29,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--,Anquan Boldin,2013
3,09/22,IND,L7-27,1,1,5,67,13.4,24,0,--,--,--,--,--,--,--,Anquan Boldin,2013
4,09/26,@STL,W35-11,1,1,5,90,18.0,42,1,--,--,--,--,--,--,--,Anquan Boldin,2013
5,10/06,HOU,W34-3,1,1,2,21,10.5,12,0,--,--,--,--,--,--,--,Anquan Boldin,2013
6,10/13,ARI,W32-20,1,1,3,28,9.3,15,0,--,--,--,--,--,--,--,Anquan Boldin,2013
7,10/20,@TEN,W31-17,1,1,5,74,14.8,25,0,--,--,--,--,--,--,--,Anquan Boldin,2013
8,10/27,@JAC,W42-10,1,1,4,56,14.0,21,0,--,--,--,--,--,--,--,Anquan Boldin,2013
9,Bye,,,,,,,,,,,,,,,,,Anquan Boldin,2013
10,11/10,CAR,L9-10,1,1,3,23,7.7,9,0,--,--,--,--,--,--,--,Anquan Boldin,2013
11,11/17,@NO,L20-23,1,1,6,56,9.3,14,1,--,--,--,--,--,--,--,Anquan Boldin,2013
12,11/25,@WAS,W27-6,1,1,5,94,18.8,32,2,--,--,--,--,--,--,--,Anquan Boldin,2013
13,12/01,STL,W23-13,1,1,9,98,10.9,21,0,--,--,--,--,--,--,--,Anquan Boldin,2013
14,12/08,SEA,W19-17,1,1,6,93,15.5,27,0,--,--,--,--,--,--,--,Anquan Boldin,2013
15,12/15,@TB,W33-14,1,1,3,43,14.3,25,0,1,0,0.0,0,0,--,--,Anquan Boldin,2013
16,12/23,ATL,W34-24,1,1,6,72,12.0,22,1,--,--,--,--,--,--,--,Anquan Boldin,2013
17,12/29,@ARI,W23-20,1,1,9,149,16.6,63,1,1,11,11.0,11,0,--,--,Anquan Boldin,2013
1,09/10,CIN,W44-13,1,1,4,63,15.8,34T,1,1,3,3.0,3,0,--,--,Anquan Boldin,2012
2,09/16,@PHI,L23-24,1,1,2,7,3.5,7,0,--,--,--,--,--,--,--,Anquan Boldin,2012
3,09/23,NE,W31-30,1,1,4,48,12.0,24,0,--,--,--,--,--,--,--,Anquan Boldin,2012
4,09/27,CLE,W23-16,1,1,9,131,14.6,28,0,--,--,--,--,--,--,--,Anquan Boldin,2012
5,10/07,@KC,W9-6,1,1,4,82,20.5,43,0,--,--,--,--,--,--,--,Anquan Boldin,2012
6,10/14,DAL,W31-29,1,1,5,98,19.6,31,0,--,--,--,--,--,--,--,Anquan Boldin,2012
7,10/21,@HOU,L13-43,1,1,3,24,8.0,10,0,--,--,--,--,--,--,--,Anquan Boldin,2012
8,Bye,,,,,,,,,,,,,,,,,Anquan Boldin,2012
9,11/04,@CLE,W25-15,1,1,5,57,11.4,21,0,--,--,--,--,--,--,--,Anquan Boldin,2012
10,11/11,OAK,W55-20,1,1,4,38,9.5,19,0,--,--,--,--,--,--,--,Anquan Boldin,2012
11,11/18,@PIT,W13-10,1,1,8,79,9.9,23,0,--,--,--,--,--,--,--,Anquan Boldin,2012
12,11/25,@SD,W16-13,1,1,2,42,21.0,23,0,--,--,--,--,--,--,--,Anquan Boldin,2012
13,12/02,PIT,L20-23,1,1,5,81,16.2,31,1,--,--,--,--,--,--,--,Anquan Boldin,2012
14,12/09,@WAS,L28-31,1,1,3,78,26.0,31T,2,--,--,--,--,--,--,--,Anquan Boldin,2012
15,12/16,DEN,L17-34,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Anquan Boldin,2012
16,12/23,NYG,W33-14,1,1,7,93,13.3,39,0,--,--,--,--,--,--,--,Anquan Boldin,2012
17,12/30,@CIN,L17-23,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Anquan Boldin,2012
1,09/11,PIT,W35-7,1,1,4,74,18.5,27T,1,--,--,--,--,--,--,--,Anquan Boldin,2011
2,09/18,@TEN,L13-26,1,1,3,46,15.3,20,0,--,--,--,--,--,--,--,Anquan Boldin,2011
3,09/25,@STL,W37-7,1,1,7,74,10.6,21,0,--,--,--,--,--,--,--,Anquan Boldin,2011
4,10/02,NYJ,W34-17,1,1,1,28,28.0,28,0,--,--,--,--,--,--,--,Anquan Boldin,2011
5,Bye,,,,,,,,,,,,,,,,,Anquan Boldin,2011
6,10/16,HOU,W29-14,1,1,8,132,16.5,56,0,--,--,--,--,--,--,--,Anquan Boldin,2011
7,10/24,@JAC,L7-12,1,1,4,40,10.0,14,1,--,--,--,--,--,--,--,Anquan Boldin,2011
8,10/30,ARI,W30-27,1,1,7,145,20.7,37,0,--,--,--,--,--,--,--,Anquan Boldin,2011
9,11/06,@PIT,W23-20,1,1,7,88,12.6,21,0,--,--,--,--,--,--,--,Anquan Boldin,2011
10,11/13,@SEA,L17-22,1,1,2,22,11.0,17,0,--,--,--,--,--,--,--,Anquan Boldin,2011
11,11/20,CIN,W31-24,1,1,1,35,35.0,35T,1,--,--,--,--,--,--,--,Anquan Boldin,2011
12,11/24,SF,W16-6,1,1,4,63,15.8,22,0,--,--,--,--,--,--,--,Anquan Boldin,2011
13,12/04,@CLE,W24-10,1,1,2,32,16.0,16,0,--,--,--,--,--,--,--,Anquan Boldin,2011
14,12/11,IND,W24-10,1,1,5,57,11.4,26,0,--,--,--,--,--,--,--,Anquan Boldin,2011
15,12/18,@SD,L14-34,1,1,2,51,25.5,33,0,--,--,--,--,--,--,--,Anquan Boldin,2011
16,12/24,CLE,W20-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Anquan Boldin,2011
17,01/01,@CIN,W24-16,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Anquan Boldin,2011
1,09/13,@NYJ,W10-9,1,1,7,110,15.7,38,0,--,--,--,--,--,--,--,Anquan Boldin,2010
2,09/19,@CIN,L10-15,1,1,5,35,7.0,13,0,--,--,--,--,--,--,--,Anquan Boldin,2010
3,09/26,CLE,W24-17,1,1,8,142,17.8,34,3,--,--,--,--,--,--,--,Anquan Boldin,2010
4,10/03,@PIT,W17-14,1,1,7,68,9.7,18,0,1,3,3.0,3,0,--,--,Anquan Boldin,2010
5,10/10,DEN,W31-17,1,1,1,8,8.0,8,0,--,--,--,--,--,--,--,Anquan Boldin,2010
6,10/17,@NE,L20-23,1,1,4,63,15.8,25T,1,1,-1,-1.0,-1,0,--,--,Anquan Boldin,2010
7,10/24,BUF,W37-34,1,1,6,92,15.3,34T,1,--,--,--,--,--,--,--,Anquan Boldin,2010
8,Bye,,,,,,,,,,,,,,,,,Anquan Boldin,2010
9,11/07,MIA,W26-10,1,1,2,28,14.0,20,0,--,--,--,--,--,--,--,Anquan Boldin,2010
10,11/11,@ATL,L21-26,1,1,5,50,10.0,16,1,--,--,--,--,--,--,--,Anquan Boldin,2010
11,11/21,@CAR,W37-13,1,1,3,29,9.7,16,0,--,--,--,--,--,1,1,Anquan Boldin,2010
12,11/28,TB,W17-10,1,1,3,27,9.0,22,0,--,--,--,--,--,--,--,Anquan Boldin,2010
13,12/05,PIT,L10-13,1,1,5,118,23.6,61,1,--,--,--,--,--,--,--,Anquan Boldin,2010
14,12/13,@HOU,W34-28,1,1,3,41,13.7,16,0,--,--,--,--,--,--,--,Anquan Boldin,2010
15,12/19,NO,W30-24,1,1,1,2,2.0,2,0,--,--,--,--,--,--,--,Anquan Boldin,2010
16,12/26,@CLE,W20-10,1,1,2,15,7.5,9,0,--,--,--,--,--,--,--,Anquan Boldin,2010
17,01/02,CIN,W13-7,1,1,2,9,4.5,8,0,--,--,--,--,--,--,--,Anquan Boldin,2010
1,09/13,@NYJ,L10-31,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2015
2,09/20,TEN,W28-14,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Dwayne Bowe,2015
3,09/27,OAK,L20-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2015
4,10/04,@SD,L27-30,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Dwayne Bowe,2015
5,10/11,@BAL,W33-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2015
6,10/18,DEN,L23-26,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2015
7,10/25,@STL,L6-24,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2015
8,11/01,ARI,L20-34,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Dwayne Bowe,2015
9,11/05,@CIN,L10-31,1,0,3,31,10.3,16,0,--,--,--,--,--,--,--,Dwayne Bowe,2015
10,11/15,@PIT,L9-30,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2015
11,Bye,,,,,,,,,,,,,,,,,Dwayne Bowe,2015
12,11/30,BAL,L27-33,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Dwayne Bowe,2015
13,12/06,CIN,L3-37,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2015
14,12/13,SF,W24-10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2015
15,12/20,@SEA,L13-30,1,0,2,22,11.0,15,0,--,--,--,--,--,--,--,Dwayne Bowe,2015
16,12/27,@KC,L13-17,1,0,0,0,--,--,0,--,--,--,--,--,--,--,Dwayne Bowe,2015
17,01/03,PIT,L12-28,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2015
2,09/14,@DEN,L17-24,1,1,3,40,13.3,21,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
3,09/21,@MIA,W34-15,1,1,3,32,10.7,16,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
4,09/29,NE,W41-14,1,1,5,81,16.2,33,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
5,10/05,@SF,L17-22,1,1,3,42,14.0,18,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
6,Bye,,,,,,,,,,,,,,,,,Dwayne Bowe,2014
7,10/19,@SD,W23-20,1,1,5,84,16.8,26,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
8,10/26,STL,W34-7,1,1,6,64,10.7,16,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
9,11/02,NYJ,W24-10,1,1,6,55,9.2,13,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
10,11/09,@BUF,W17-13,1,1,8,93,11.6,23,0,--,--,--,--,--,1,0,Dwayne Bowe,2014
11,11/16,SEA,W24-20,1,1,2,18,9.0,9,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
12,11/20,@OAK,L20-24,1,1,3,42,14.0,24,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
13,11/30,DEN,L16-29,1,1,2,18,9.0,10,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
14,12/07,@ARI,L14-17,1,1,2,29,14.5,22,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
15,12/14,OAK,W31-13,1,1,3,69,23.0,37,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
16,12/21,@PIT,L12-20,1,1,6,57,9.5,13,0,--,--,--,--,--,--,--,Dwayne Bowe,2014
17,12/28,SD,W19-7,1,1,3,30,10.0,12,0,--,--,--,--,--,1,0,Dwayne Bowe,2014
1,09/08,@JAC,W28-2,1,1,4,30,7.5,15,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
2,09/15,DAL,W17-16,1,1,4,56,14.0,27,1,--,--,--,--,--,--,--,Dwayne Bowe,2013
3,09/19,@PHI,W26-16,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
4,09/29,NYG,W31-7,1,1,4,58,14.5,34T,1,--,--,--,--,--,--,--,Dwayne Bowe,2013
5,10/06,@TEN,W26-17,1,1,4,35,8.8,17,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
6,10/13,OAK,W24-7,1,1,3,46,15.3,18,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
7,10/20,HOU,W17-16,1,1,5,66,13.2,21,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
8,10/27,CLE,W23-17,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
9,11/03,@BUF,W23-13,1,1,7,67,9.6,12,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
10,Bye,,,,,,,,,,,,,,,,,Dwayne Bowe,2013
11,11/17,@DEN,L17-27,1,1,4,57,14.3,26,1,--,--,--,--,--,--,--,Dwayne Bowe,2013
12,11/24,SD,L38-41,1,1,5,51,10.2,22,1,--,--,--,--,--,--,--,Dwayne Bowe,2013
13,12/01,DEN,L28-35,1,1,3,56,18.7,24,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
14,12/08,@WAS,W45-10,1,1,4,70,17.5,22T,1,--,--,--,--,--,--,--,Dwayne Bowe,2013
15,12/15,@OAK,W56-31,1,1,3,24,8.0,11,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
16,12/22,IND,L7-23,1,1,5,46,9.2,16,0,--,--,--,--,--,--,--,Dwayne Bowe,2013
17,12/29,@SD,L24-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,Dwayne Bowe,2013
1,09/09,ATL,L24-40,1,0,3,53,17.7,23,0,--,--,--,--,--,--,--,Dwayne Bowe,2012
2,09/16,@BUF,L17-35,1,1,8,102,12.8,33T,2,--,--,--,--,--,--,--,Dwayne Bowe,2012
3,09/23,@NO,W27-24,1,1,7,79,11.3,17,0,--,--,--,--,--,--,--,Dwayne Bowe,2012
4,09/30,SD,L20-37,1,1,7,108,15.4,29T,1,--,--,--,--,--,--,--,Dwayne Bowe,2012
5,10/07,BAL,L6-9,1,1,6,60,10.0,20,0,--,--,--,--,--,--,--,Dwayne Bowe,2012
6,10/14,@TB,L10-38,1,1,3,25,8.3,12,0,--,--,--,--,--,--,--,Dwayne Bowe,2012
7,Bye,,,,,,,,,,,,,,,,,Dwayne Bowe,2012
8,10/28,OAK,L16-26,1,1,3,65,21.7,46,0,--,--,--,--,--,--,--,Dwayne Bowe,2012
9,11/01,@SD,L13-31,1,1,8,79,9.9,14,0,--,--,--,--,--,1,1,Dwayne Bowe,2012
10,11/12,@PIT,L13-16,1,1,4,55,13.8,27,0,--,--,--,--,--,--,--,Dwayne Bowe,2012
11,11/18,CIN,L6-28,1,1,0,0,--,--,0,--,--,--,--,--,--,--,Dwayne Bowe,2012
12,11/25,DEN,L9-17,1,1,4,41,10.3,13,0,--,--,--,--,--,--,--,Dwayne Bowe,2012
