WK,Game Date,Opp,Result,G,GS,FGBlk,FGLng,FGAtt,FGM,FGPct,XPM,XPAtt,XPPct,XPBlk,KO,KOAvg,TB,Ret,RetAvg,Player,Year
7,10/21,@NE,L26-29,1,0,0,54,4,4,100.0,2,2,100.0,0,8,63.3,1,7,29.3,Nick Folk,2012
8,10/28,MIA,L9-30,1,0,1,38,2,1,50.0,0,0,--,0,3,45.3,0,2,39.0,Nick Folk,2012
9,Bye,,,,,,,,,,,,,,,,,,,Nick Folk,2012
10,11/11,@SEA,L7-28,1,0,0,0,0,0,--,1,1,100.0,0,2,63.5,0,1,17.0,Nick Folk,2012
11,11/18,@STL,W27-13,1,0,1,51,4,2,50.0,3,3,100.0,0,6,67.5,1,5,25.4,Nick Folk,2012
12,11/22,NE,L19-49,1,0,0,32,1,1,100.0,2,2,100.0,0,4,54.3,0,4,9.5,Nick Folk,2012
13,12/02,ARI,W7-6,1,0,0,0,2,0,0.0,1,1,100.0,0,2,63.0,0,2,19.5,Nick Folk,2012
14,12/09,@JAC,W17-10,1,0,0,44,1,1,100.0,2,2,100.0,0,4,66.5,0,4,19.5,Nick Folk,2012
15,12/17,@TEN,L10-14,1,0,0,22,1,1,100.0,1,1,100.0,0,3,64.3,0,3,25.0,Nick Folk,2012
16,12/23,SD,L17-27,1,0,0,40,1,1,100.0,2,2,100.0,0,4,65.3,0,4,16.5,Nick Folk,2012
17,12/30,@BUF,L9-28,1,0,1,47,4,3,75.0,0,0,--,0,4,63.8,0,4,26.8,Nick Folk,2012
1,09/11,DAL,W27-24,1,0,0,50,2,2,100.0,3,3,100.0,0,6,63.8,4,2,15.0,Nick Folk,2011
2,09/18,JAC,W32-3,1,0,0,45,3,3,100.0,3,3,100.0,0,7,62.7,1,6,17.3,Nick Folk,2011
3,09/25,@OAK,L24-34,1,0,0,21,1,1,100.0,3,3,100.0,0,5,65.2,2,3,17.3,Nick Folk,2011
4,10/02,@BAL,L17-34,1,0,0,40,1,1,100.0,2,2,100.0,0,4,62.0,0,3,16.3,Nick Folk,2011
5,10/09,@NE,L21-30,1,0,0,0,0,0,--,3,3,100.0,0,4,69.3,1,3,23.7,Nick Folk,2011
6,10/17,MIA,W24-6,1,0,0,28,1,1,100.0,3,3,100.0,0,5,67.6,1,4,21.8,Nick Folk,2011
7,10/23,SD,W27-21,1,0,0,35,2,2,100.0,3,3,100.0,0,6,68.3,0,6,23.2,Nick Folk,2011
8,Bye,,,,,,,,,,,,,,,,,,,Nick Folk,2011
9,11/06,@BUF,W27-11,1,0,0,50,3,2,66.7,3,3,100.0,0,6,64.2,2,4,19.0,Nick Folk,2011
10,11/13,NE,L16-37,1,0,0,0,1,0,0.0,2,2,100.0,0,3,62.3,1,2,21.0,Nick Folk,2011
11,11/17,@DEN,L13-17,1,0,0,45,4,2,50.0,1,1,100.0,0,4,69.5,1,3,33.0,Nick Folk,2011
12,11/27,BUF,W28-24,1,0,0,0,0,0,--,4,4,100.0,0,5,65.0,2,3,23.7,Nick Folk,2011
13,12/04,@WAS,W34-19,1,0,0,51,3,2,66.7,4,4,100.0,0,7,62.9,0,7,23.4,Nick Folk,2011
14,12/11,KC,W37-10,1,0,0,0,0,0,--,5,5,100.0,0,6,62.3,0,6,20.0,Nick Folk,2011
15,12/18,@PHI,L19-45,1,0,0,39,2,2,100.0,1,1,100.0,0,5,63.2,1,4,17.0,Nick Folk,2011
16,12/24,NYG,L14-29,1,0,0,0,1,0,0.0,2,2,100.0,0,4,51.8,0,3,25.7,Nick Folk,2011
17,01/01,@MIA,L17-19,1,0,0,31,1,1,100.0,2,2,100.0,0,4,55.8,1,2,21.0,Nick Folk,2011
1,09/13,BAL,L9-10,1,0,0,48,3,3,100.0,0,0,--,0,4,61.5,0,4,18.0,Nick Folk,2010
2,09/19,NE,W28-14,1,0,0,49,2,2,100.0,2,2,100.0,0,5,69.8,0,5,24.6,Nick Folk,2010
3,09/26,@MIA,W31-23,1,0,1,30,2,1,50.0,4,4,100.0,0,6,66.0,0,6,23.5,Nick Folk,2010
4,10/03,@BUF,W38-14,1,0,0,19,2,1,50.0,5,5,100.0,0,7,62.0,1,6,18.3,Nick Folk,2010
5,10/11,MIN,W29-20,1,0,0,53,5,5,100.0,2,2,100.0,0,8,64.3,0,7,25.0,Nick Folk,2010
6,10/17,@DEN,W24-20,1,0,0,56,1,1,100.0,3,3,100.0,0,5,70.0,5,0,--,Nick Folk,2010
7,Bye,,,,,,,,,,,,,,,,,,,Nick Folk,2010
8,10/31,GB,L0-9,1,0,0,0,1,0,0.0,0,0,--,0,1,52.0,0,1,5.0,Nick Folk,2010
9,11/07,@DET,W23-20,1,0,0,36,3,3,100.0,2,2,100.0,0,4,70.5,0,4,28.8,Nick Folk,2010
10,11/14,@CLE,W26-20,1,0,0,27,5,2,40.0,2,2,100.0,0,5,61.8,1,4,18.3,Nick Folk,2010
11,11/21,HOU,W30-27,1,0,0,37,4,3,75.0,3,3,100.0,0,7,60.6,0,7,12.7,Nick Folk,2010
12,11/25,CIN,W26-10,1,0,0,27,2,1,50.0,3,3,100.0,0,5,58.8,0,5,19.4,Nick Folk,2010
13,12/06,@NE,L3-45,1,0,0,39,2,1,50.0,0,0,--,0,2,62.0,0,2,21.0,Nick Folk,2010
14,12/12,MIA,L6-10,1,0,0,42,2,2,100.0,0,0,--,0,3,69.0,0,3,25.7,Nick Folk,2010
15,12/19,@PIT,W22-17,1,0,0,34,2,2,100.0,2,2,100.0,0,5,56.8,0,5,14.4,Nick Folk,2010
16,12/26,@CHI,L34-38,1,0,0,34,2,2,100.0,4,4,100.0,0,7,47.9,0,7,16.3,Nick Folk,2010
17,01/02,BUF,W38-7,1,0,0,28,1,1,100.0,5,5,100.0,0,7,60.7,0,7,17.6,Nick Folk,2010
1,09/13,MIA,L10-17,1,0,0,45,2,1,50.0,1,1,100.0,0,3,67.0,1,2,27.0,Kai Forbath,2015
7,10/25,@IND,W27-21,1,0,0,0,0,0,--,3,4,75.0,0,5,65.0,1,4,22.8,Kai Forbath,2015
8,11/01,NYG,W52-49,1,0,0,50,1,1,100.0,7,7,100.0,0,8,67.4,3,5,33.8,Kai Forbath,2015
9,11/08,TEN,L28-34,1,0,1,0,1,0,0.0,4,4,100.0,0,3,66.3,1,2,27.5,Kai Forbath,2015
10,11/15,@WAS,L14-47,1,0,0,0,0,0,--,2,2,100.0,0,3,65.3,1,2,14.5,Kai Forbath,2015
11,Bye,,,,,,,,,,,,,,,,,,,Kai Forbath,2015
12,11/29,@HOU,L6-24,1,0,0,57,2,2,100.0,0,0,--,0,3,67.7,1,2,26.0,Kai Forbath,2015
13,12/06,CAR,L38-41,1,0,0,0,1,0,0.0,4,4,100.0,0,6,66.0,4,2,23.5,Kai Forbath,2015
14,12/13,@TB,W24-17,1,0,0,23,1,1,100.0,3,3,100.0,0,5,61.6,4,1,31.0,Kai Forbath,2015
15,12/21,DET,L27-35,1,0,0,45,2,2,100.0,3,3,100.0,0,5,62.6,0,5,26.8,Kai Forbath,2015
16,12/27,JAC,W38-27,1,0,1,37,3,1,33.3,5,5,100.0,0,7,66.3,5,2,32.5,Kai Forbath,2015
17,01/03,@ATL,W20-17,1,0,0,41,2,2,100.0,2,2,100.0,0,4,66.5,1,3,24.3,Kai Forbath,2015
1,09/07,@HOU,L6-17,1,0,0,0,0,0,--,0,1,0.0,1,2,68.5,1,1,27.0,Kai Forbath,2014
2,09/14,JAC,W41-10,1,0,0,42,2,2,100.0,5,5,100.0,0,--,--,--,--,--,Kai Forbath,2014
3,09/21,@PHI,L34-37,1,0,0,49,3,2,66.7,4,4,100.0,0,--,--,--,--,--,Kai Forbath,2014
4,09/25,NYG,L14-45,1,0,0,0,0,0,--,2,2,100.0,0,--,--,--,--,--,Kai Forbath,2014
5,10/06,SEA,L17-27,1,0,0,27,1,1,100.0,2,2,100.0,0,4,47.3,1,3,12.3,Kai Forbath,2014
6,10/12,@ARI,L20-30,1,0,0,43,2,2,100.0,2,2,100.0,0,5,51.6,3,1,21.0,Kai Forbath,2014
7,10/19,TEN,W19-17,1,0,0,31,4,4,100.0,1,1,100.0,0,5,60.0,2,3,20.7,Kai Forbath,2014
8,10/27,@DAL,W20-17,1,0,0,44,2,2,100.0,2,2,100.0,0,5,63.6,3,2,22.5,Kai Forbath,2014
9,11/02,@MIN,L26-29,1,0,0,36,2,2,100.0,2,2,100.0,0,6,65.3,2,4,21.0,Kai Forbath,2014
10,Bye,,,,,,,,,,,,,,,,,,,Kai Forbath,2014
11,11/16,TB,L7-27,1,0,0,0,2,0,0.0,1,1,100.0,0,2,50.5,0,2,13.5,Kai Forbath,2014
12,11/23,@SF,L13-17,1,0,0,46,2,2,100.0,1,1,100.0,0,4,66.8,0,4,24.5,Kai Forbath,2014
13,11/30,@IND,L27-49,1,0,0,29,2,2,100.0,3,3,100.0,0,6,70.2,1,5,31.2,Kai Forbath,2014
14,12/07,STL,L0-24,1,0,--,--,--,--,--,--,--,--,--,1,62.0,0,1,20.0,Kai Forbath,2014
15,12/14,@NYG,L13-24,1,0,0,38,2,2,100.0,1,1,100.0,0,4,66.0,1,3,30.0,Kai Forbath,2014
16,12/20,PHI,W27-24,1,0,0,26,2,2,100.0,3,3,100.0,0,6,55.8,2,3,21.7,Kai Forbath,2014
17,12/28,DAL,L17-44,1,0,0,25,1,1,100.0,2,2,100.0,0,4,67.0,2,2,27.5,Kai Forbath,2014
1,09/09,PHI,L27-33,1,0,0,0,1,0,0.0,3,3,100.0,0,5,57.2,3,1,27.0,Kai Forbath,2013
2,09/15,@GB,L20-38,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Kai Forbath,2013
3,09/22,DET,L20-27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Kai Forbath,2013
4,09/29,@OAK,W24-14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,Kai Forbath,2013
5,Bye,,,,,,,,,,,,,,,,,,,Kai Forbath,2013
6,10/13,@DAL,L16-31,1,0,0,33,4,3,75.0,1,1,100.0,0,4,70.3,2,2,56.5,Kai Forbath,2013
7,10/20,CHI,W45-41,1,0,0,38,1,1,100.0,6,6,100.0,0,8,54.1,1,7,15.0,Kai Forbath,2013
8,10/27,@DEN,L21-45,1,0,0,0,0,0,--,3,3,100.0,0,4,66.3,3,1,30.0,Kai Forbath,2013
9,11/03,SD,W30-24,1,0,2,47,3,1,33.3,3,3,100.0,0,5,67.0,0,5,22.8,Kai Forbath,2013
10,11/07,@MIN,L27-34,1,0,0,40,2,2,100.0,3,3,100.0,0,6,53.8,0,6,16.3,Kai Forbath,2013
11,11/17,@PHI,L16-24,1,0,--,--,--,--,--,--,--,--,--,3,60.3,1,2,11.5,Kai Forbath,2013
12,11/25,SF,L6-27,1,0,0,36,2,2,100.0,0,0,--,0,2,60.5,0,2,26.5,Kai Forbath,2013
13,12/01,NYG,L17-24,1,0,0,33,1,1,100.0,2,2,100.0,0,4,62.0,0,4,17.3,Kai Forbath,2013
14,12/08,KC,L10-45,1,0,0,50,1,1,100.0,1,1,100.0,0,2,60.0,0,2,61.5,Kai Forbath,2013
15,12/15,@ATL,L26-27,1,0,0,37,2,2,100.0,2,2,100.0,0,5,57.0,1,3,26.0,Kai Forbath,2013
16,12/22,DAL,L23-24,1,0,0,47,3,3,100.0,2,2,100.0,0,6,65.7,3,3,17.0,Kai Forbath,2013
17,12/29,@NYG,L6-20,1,0,0,49,2,2,100.0,0,0,--,0,3,54.0,0,3,22.0,Kai Forbath,2013
6,10/14,MIN,W38-26,1,0,0,50,1,1,100.0,5,5,100.0,0,7,65.6,4,3,33.3,Kai Forbath,2012
7,10/21,@NYG,L23-27,1,0,0,45,3,3,100.0,2,2,100.0,0,6,69.0,2,4,26.5,Kai Forbath,2012
8,10/28,@PIT,L12-27,1,0,0,48,2,2,100.0,0,1,0.0,1,4,60.8,1,3,17.0,Kai Forbath,2012
9,11/04,CAR,L13-21,1,0,0,47,2,2,100.0,1,1,100.0,0,4,51.8,1,2,24.5,Kai Forbath,2012
10,Bye,,,,,,,,,,,,,,,,,,,Kai Forbath,2012
11,11/18,PHI,W31-6,1,0,0,25,1,1,100.0,4,4,100.0,0,5,62.4,1,4,20.0,Kai Forbath,2012
12,11/22,@DAL,W38-31,1,0,0,48,1,1,100.0,5,5,100.0,0,7,63.3,3,4,19.0,Kai Forbath,2012
13,12/03,NYG,W17-16,1,0,0,33,1,1,100.0,2,2,100.0,0,4,65.0,0,4,20.8,Kai Forbath,2012
14,12/09,BAL,W31-28,1,0,0,49,3,3,100.0,2,2,100.0,0,7,65.9,1,5,29.0,Kai Forbath,2012
15,12/16,@CLE,W38-21,1,0,0,44,1,1,100.0,5,5,100.0,0,7,64.9,0,7,27.3,Kai Forbath,2012
16,12/23,@PHI,W27-20,1,0,0,45,2,2,100.0,3,3,100.0,0,6,61.8,2,4,18.5,Kai Forbath,2012
17,12/30,DAL,W28-18,1,0,0,0,1,0,0.0,4,4,100.0,0,5,58.4,0,5,18.6,Kai Forbath,2012
1,09/13,@WAS,W17-10,1,0,0,22,1,1,100.0,2,2,100.0,0,4,65.3,3,1,36.0,Andrew Franks,2015
2,09/20,@JAC,L20-23,1,0,0,48,3,2,66.7,2,2,100.0,0,5,67.2,3,2,23.0,Andrew Franks,2015
3,09/27,BUF,L14-41,1,0,0,0,0,0,--,0,1,0.0,0,2,65.0,2,0,--,Andrew Franks,2015
4,10/04,NYJ,L14-27,1,0,0,0,0,0,--,2,2,100.0,0,3,68.3,1,2,22.5,Andrew Franks,2015
5,Bye,,,,,,,,,,,,,,,,,,,Andrew Franks,2015
6,10/18,@TEN,W38-10,1,0,0,30,1,1,100.0,5,5,100.0,0,7,65.0,4,3,26.3,Andrew Franks,2015
7,10/25,HOU,W44-26,1,0,0,53,1,1,100.0,5,6,83.3,0,8,65.6,5,3,29.3,Andrew Franks,2015
8,10/29,@NE,L7-36,1,0,0,0,1,0,0.0,1,1,100.0,0,2,65.0,2,0,--,Andrew Franks,2015
9,11/08,@BUF,L17-33,1,0,0,48,1,1,100.0,2,2,100.0,0,4,45.3,1,2,16.0,Andrew Franks,2015
10,11/15,@PHI,W20-19,1,0,0,42,2,2,100.0,2,2,100.0,0,5,64.0,4,1,31.0,Andrew Franks,2015
11,11/22,DAL,L14-24,1,0,0,0,0,0,--,2,2,100.0,0,3,65.0,3,0,--,Andrew Franks,2015
12,11/29,@NYJ,L20-38,1,0,0,0,0,0,--,2,3,66.7,0,3,50.0,1,1,11.0,Andrew Franks,2015
13,12/06,BAL,W15-13,1,0,0,0,0,0,--,1,1,100.0,0,3,65.3,2,1,23.0,Andrew Franks,2015
14,12/14,NYG,L24-31,1,0,0,36,1,1,100.0,3,3,100.0,0,5,65.4,4,1,22.0,Andrew Franks,2015
15,12/20,@SD,L14-30,1,0,0,0,0,0,--,2,2,100.0,0,3,46.0,2,0,--,Andrew Franks,2015
16,12/27,IND,L12-18,1,0,0,33,2,2,100.0,0,0,--,0,4,66.0,2,2,22.5,Andrew Franks,2015
17,01/03,NE,W20-10,1,0,0,38,3,2,66.7,2,2,100.0,0,5,65.0,5,0,--,Andrew Franks,2015
1,09/13,@JAC,W20-9,1,0,1,47,4,2,50.0,2,2,100.0,0,5,66.0,4,1,40.0,Graham Gano,2015
2,09/20,HOU,W24-17,1,0,1,28,2,1,50.0,3,3,100.0,0,5,66.6,4,1,27.0,Graham Gano,2015
3,09/27,NO,W27-22,1,0,0,47,2,2,100.0,3,3,100.0,0,6,64.7,2,4,21.5,Graham Gano,2015
4,10/04,@TB,W37-23,1,0,0,27,3,3,100.0,4,4,100.0,0,8,66.6,5,3,30.7,Graham Gano,2015
5,Bye,,,,,,,,,,,,,,,,,,,Graham Gano,2015
6,10/18,@SEA,W27-23,1,0,0,0,0,0,--,3,4,75.0,0,5,66.6,3,2,13.5,Graham Gano,2015
7,10/25,PHI,W27-16,1,0,0,35,2,2,100.0,3,3,100.0,0,6,65.0,6,0,--,Graham Gano,2015
8,11/02,IND,W29-26,1,0,0,52,3,3,100.0,2,3,66.7,0,7,66.7,2,5,30.0,Graham Gano,2015
9,11/08,GB,W37-29,1,0,0,49,4,3,75.0,4,4,100.0,0,8,66.0,5,3,23.7,Graham Gano,2015
10,11/15,@TEN,W27-10,1,0,0,48,2,2,100.0,3,3,100.0,0,6,64.7,1,5,17.2,Graham Gano,2015
11,11/22,WAS,W44-16,1,0,0,48,3,3,100.0,5,5,100.0,0,8,66.8,4,4,44.3,Graham Gano,2015
12,11/26,@DAL,W33-14,1,0,1,50,5,4,80.0,3,3,100.0,0,7,65.0,7,0,--,Graham Gano,2015
13,12/06,@NO,W41-38,1,0,0,0,0,0,--,5,6,83.3,1,7,65.4,6,1,26.0,Graham Gano,2015
14,12/13,ATL,W38-0,1,0,0,38,1,1,100.0,5,5,100.0,0,7,65.4,5,2,31.0,Graham Gano,2015
15,12/20,@NYG,W38-35,1,0,1,43,2,1,50.0,5,5,100.0,0,6,64.7,5,1,19.0,Graham Gano,2015
16,12/27,@ATL,L13-20,1,0,0,47,2,2,100.0,1,1,100.0,0,4,67.0,3,1,29.0,Graham Gano,2015
17,01/03,TB,W38-10,1,0,0,49,1,1,100.0,5,5,100.0,0,7,65.0,7,0,--,Graham Gano,2015
1,09/07,@TB,W20-14,1,0,0,33,3,2,66.7,2,2,100.0,0,4,68.3,2,2,26.0,Graham Gano,2014
2,09/14,DET,W24-7,1,0,0,53,3,3,100.0,1,1,100.0,0,6,65.7,5,1,33.0,Graham Gano,2014
3,09/21,PIT,L19-37,1,0,0,40,2,2,100.0,1,1,100.0,0,5,65.0,5,0,--,Graham Gano,2014
4,09/28,@BAL,L10-38,1,0,0,37,1,1,100.0,1,1,100.0,0,3,65.0,3,0,--,Graham Gano,2014
5,10/05,CHI,W31-24,1,0,0,44,1,1,100.0,4,4,100.0,0,6,65.0,4,2,22.5,Graham Gano,2014
6,10/12,@CIN,T37-37,1,0,0,44,4,3,75.0,4,4,100.0,0,8,64.8,6,2,63.0,Graham Gano,2014
7,10/19,@GB,L17-38,1,0,0,33,1,1,100.0,2,2,100.0,0,3,64.3,2,1,9.0,Graham Gano,2014
8,10/26,SEA,L9-13,1,0,0,46,3,3,100.0,0,0,--,0,4,66.8,2,2,36.5,Graham Gano,2014
9,10/30,NO,L10-28,1,0,0,31,1,1,100.0,1,1,100.0,0,3,65.0,3,0,--,Graham Gano,2014
10,11/10,@PHI,L21-45,1,0,0,0,0,0,--,3,3,100.0,0,4,65.0,4,0,--,Graham Gano,2014
11,11/16,ATL,L17-19,1,0,1,23,3,1,33.3,2,2,100.0,0,4,65.8,3,1,19.0,Graham Gano,2014
12,Bye,,,,,,,,,,,,,,,,,,,Graham Gano,2014
13,11/30,@MIN,L13-31,1,0,0,35,2,2,100.0,1,1,100.0,0,4,65.8,3,1,28.0,Graham Gano,2014
14,12/07,@NO,W41-10,1,0,0,41,2,2,100.0,5,5,100.0,0,8,65.4,7,1,28.0,Graham Gano,2014
15,12/14,TB,W19-17,1,0,0,49,5,4,80.0,1,1,100.0,0,6,65.3,5,1,25.0,Graham Gano,2014
16,12/21,CLE,W17-13,1,0,0,23,2,1,50.0,2,2,100.0,0,4,66.8,3,1,39.0,Graham Gano,2014
17,12/28,@ATL,W34-3,1,0,0,48,2,2,100.0,4,4,100.0,0,7,68.3,4,3,35.7,Graham Gano,2014
1,09/08,SEA,L7-12,1,0,0,0,0,0,--,1,1,100.0,0,2,65.0,2,0,--,Graham Gano,2013
2,09/15,@BUF,L23-24,1,0,0,39,3,3,100.0,2,2,100.0,0,6,66.5,6,0,--,Graham Gano,2013
3,09/22,NYG,W38-0,1,0,0,53,1,1,100.0,5,5,100.0,0,7,66.3,6,1,24.0,Graham Gano,2013
4,Bye,,,,,,,,,,,,,,,,,,,Graham Gano,2013
5,10/06,@ARI,L6-22,1,0,0,51,2,2,100.0,0,0,--,0,2,65.0,2,0,--,Graham Gano,2013
6,10/13,@MIN,W35-10,1,0,0,0,0,0,--,5,5,100.0,0,6,60.0,6,0,--,Graham Gano,2013
7,10/20,STL,W30-15,1,0,0,50,3,3,100.0,3,3,100.0,0,7,66.1,5,2,29.0,Graham Gano,2013
8,10/24,@TB,W31-13,1,0,0,29,1,1,100.0,4,4,100.0,0,6,68.0,3,3,21.7,Graham Gano,2013
9,11/03,ATL,W34-10,1,0,0,55,2,2,100.0,4,4,100.0,0,7,66.4,5,2,29.5,Graham Gano,2013
10,11/10,@SF,W10-9,1,0,0,53,2,1,50.0,1,1,100.0,0,3,69.7,2,1,18.0,Graham Gano,2013
11,11/18,NE,W24-20,1,0,0,43,1,1,100.0,3,3,100.0,0,5,65.0,5,0,--,Graham Gano,2013
12,11/24,@MIA,W20-16,1,0,1,52,3,2,66.7,2,2,100.0,0,4,65.5,1,3,19.7,Graham Gano,2013
13,12/01,TB,W27-6,1,0,0,23,2,2,100.0,3,3,100.0,0,6,66.0,5,1,26.0,Graham Gano,2013
14,12/08,@NO,L13-31,1,0,0,45,3,2,66.7,1,1,100.0,0,4,52.5,2,1,22.0,Graham Gano,2013
15,12/15,NYJ,W30-20,1,0,0,40,3,3,100.0,3,3,100.0,0,7,66.3,6,1,22.0,Graham Gano,2013
16,12/22,NO,W17-13,1,0,0,40,1,1,100.0,2,2,100.0,0,4,64.3,3,1,21.0,Graham Gano,2013
17,12/29,@ATL,W21-20,1,0,0,0,0,0,--,3,3,100.0,0,4,65.0,4,0,--,Graham Gano,2013
12,11/26,@PHI,W30-22,1,0,0,23,1,1,100.0,3,4,75.0,0,6,66.0,2,4,27.5,Graham Gano,2012
13,12/02,@KC,L21-27,1,0,0,0,0,0,--,3,3,100.0,0,4,66.3,3,1,31.0,Graham Gano,2012
14,12/09,ATL,W30-20,1,0,0,41,3,3,100.0,3,3,100.0,0,6,64.3,3,3,16.3,Graham Gano,2012
15,12/16,@SD,W31-7,1,0,0,33,1,1,100.0,4,4,100.0,0,6,69.0,4,2,24.5,Graham Gano,2012
16,12/23,OAK,W17-6,1,0,0,51,2,1,50.0,2,2,100.0,0,4,66.3,3,1,26.0,Graham Gano,2012
17,12/30,@NO,W44-38,1,0,0,42,4,3,75.0,5,5,100.0,0,9,72.7,5,4,23.8,Graham Gano,2012
1,09/11,NYG,W28-14,1,0,0,0,1,0,0.0,4,4,100.0,0,5,64.6,3,2,10.5,Graham Gano,2011
2,09/18,ARI,W22-21,1,0,1,34,4,3,75.0,1,1,100.0,0,6,66.7,3,2,31.0,Graham Gano,2011
3,09/26,@DAL,L16-18,1,0,1,50,4,3,75.0,1,1,100.0,0,4,69.5,4,0,--,Graham Gano,2011
4,10/02,@STL,W17-10,1,0,0,38,1,1,100.0,2,2,100.0,0,4,68.0,2,2,16.0,Graham Gano,2011
5,Bye,,,,,,,,,,,,,,,,,,,Graham Gano,2011
6,10/16,PHI,L13-20,1,0,0,50,2,2,100.0,1,1,100.0,0,4,69.3,4,0,--,Graham Gano,2011
7,10/23,@CAR,L20-33,1,0,0,49,2,2,100.0,2,2,100.0,0,5,55.6,3,1,15.0,Graham Gano,2011
8,10/30,@BUF,L0-23,1,0,1,0,1,0,0.0,0,0,--,0,1,73.0,1,0,--,Graham Gano,2011
9,11/06,SF,L11-19,1,0,0,59,1,1,100.0,0,0,--,0,2,37.5,0,1,20.0,Graham Gano,2011
10,11/13,@MIA,L9-20,1,0,0,47,5,3,60.0,0,0,--,0,4,65.5,2,2,21.0,Graham Gano,2011
11,11/20,DAL,L24-27,1,0,0,40,3,1,33.3,3,3,100.0,0,5,66.2,2,3,18.7,Graham Gano,2011
12,11/27,@SEA,W23-17,1,0,1,25,2,1,50.0,2,3,66.7,1,5,64.4,2,2,43.0,Graham Gano,2011
13,12/04,NYJ,L19-34,1,0,0,46,4,4,100.0,1,1,100.0,0,6,47.5,0,6,14.0,Graham Gano,2011
14,12/11,NE,L27-34,1,0,0,25,2,2,100.0,3,3,100.0,0,6,66.8,3,2,19.5,Graham Gano,2011
15,12/18,@NYG,W23-10,1,0,0,43,3,3,100.0,2,2,100.0,0,6,67.3,2,4,26.0,Graham Gano,2011
16,12/24,MIN,L26-33,1,0,0,53,4,4,100.0,2,2,100.0,0,7,63.0,0,7,20.7,Graham Gano,2011
17,01/01,@PHI,L10-34,1,0,1,27,2,1,50.0,1,1,100.0,0,3,69.0,1,2,21.5,Graham Gano,2011
1,09/12,DAL,W13-7,1,0,0,49,2,2,100.0,1,1,100.0,0,3,62.0,0,3,16.7,Graham Gano,2010
2,09/19,HOU,L27-30,1,0,1,41,4,2,50.0,3,3,100.0,0,7,70.0,1,6,14.7,Graham Gano,2010
3,09/26,@STL,L16-30,1,0,0,29,3,3,100.0,1,1,100.0,0,5,67.4,1,3,19.0,Graham Gano,2010
4,10/03,@PHI,W17-12,1,0,0,26,1,1,100.0,2,2,100.0,0,4,69.0,0,4,23.0,Graham Gano,2010
5,10/10,GB,W16-13,1,0,0,45,4,3,75.0,1,1,100.0,0,5,61.8,0,5,13.6,Graham Gano,2010
6,10/17,IND,L24-27,1,0,0,39,2,1,50.0,3,3,100.0,0,5,66.8,0,5,19.6,Graham Gano,2010
7,10/24,@CHI,W17-14,1,0,0,46,2,1,50.0,2,2,100.0,0,4,66.0,0,4,19.5,Graham Gano,2010
8,10/31,@DET,L25-37,1,0,0,46,2,2,100.0,1,1,100.0,0,5,67.4,1,4,27.8,Graham Gano,2010
9,Bye,,,,,,,,,,,,,,,,,,,Graham Gano,2010
10,11/15,PHI,L28-59,1,0,0,0,0,0,--,4,4,100.0,0,5,68.2,1,4,16.5,Graham Gano,2010
11,11/21,@TEN,W19-16,1,0,0,48,6,4,66.7,1,1,100.0,0,6,68.7,3,3,27.3,Graham Gano,2010
12,11/28,MIN,L13-17,1,0,0,42,2,2,100.0,1,1,100.0,0,4,65.5,0,4,19.5,Graham Gano,2010
13,12/05,@NYG,L7-31,1,0,0,0,1,0,0.0,1,1,100.0,0,2,65.5,0,2,26.0,Graham Gano,2010
14,12/12,TB,L16-17,1,0,0,25,3,1,33.3,1,1,100.0,0,3,57.0,0,3,14.3,Graham Gano,2010
15,12/19,@DAL,L30-33,1,0,0,0,0,0,--,2,2,100.0,0,5,68.6,1,4,22.3,Graham Gano,2010
16,12/26,@JAC,W20-17,1,0,0,48,2,2,100.0,2,2,100.0,0,5,61.8,0,5,14.4,Graham Gano,2010
17,01/02,NYG,L14-17,1,0,0,0,1,0,0.0,2,2,100.0,0,3,58.7,1,2,18.0,Graham Gano,2010
1,09/13,IND,W27-14,1,0,--,--,--,--,--,--,--,--,--,6,66.5,3,3,19.3,Jordan Gay,2015
2,09/20,NE,L32-40,1,0,--,--,--,--,--,--,--,--,--,6,53.0,5,0,--,Jordan Gay,2015
3,09/27,@MIA,W41-14,1,0,--,--,--,--,--,--,--,--,--,8,61.6,4,4,15.8,Jordan Gay,2015
4,10/04,NYG,L10-24,1,0,--,--,--,--,--,--,--,--,--,3,64.0,2,1,25.0,Jordan Gay,2015
7,10/25,@JAC,L31-34,1,0,--,--,--,--,--,--,--,--,--,7,65.7,5,2,10.0,Jordan Gay,2015
8,Bye,,,,,,,,,,,,,,,,,,,Jordan Gay,2015
9,11/08,MIA,W33-17,1,0,--,--,--,--,--,--,--,--,--,6,64.7,2,4,12.5,Jordan Gay,2015
10,11/12,@NYJ,W22-17,1,0,--,--,--,--,--,--,--,--,--,6,66.0,3,3,15.7,Jordan Gay,2015
11,11/23,@NE,L13-20,1,0,--,--,--,--,--,--,--,--,--,4,55.8,2,2,5.0,Jordan Gay,2015
12,11/29,@KC,L22-30,1,0,--,--,--,--,--,--,--,--,--,5,66.8,1,4,26.5,Jordan Gay,2015
